1.021	0.103317
1.02755	0.102226
1.0341	0.102066
1.04065	0.102083
1.0472	0.100274
1.05375	0.099255
1.0603	0.1006
1.06685	0.099089
1.07341	0.099677
1.07996	0.100191
1.08651	0.09977
1.09307	0.100146
1.09962	0.098497
1.10617	0.101029
1.11273	0.101672
1.11928	0.101196
1.12584	0.101391
1.13239	0.102324
1.13895	0.100493
1.14551	0.103521
1.15206	0.101881
1.15862	0.102213
1.16518	0.101625
1.17173	0.103876
1.17829	0.107046
1.18485	0.104937
1.19141	0.103839
1.19797	0.103103
1.20453	0.10313
1.21109	0.101181
1.21765	0.100107
1.22421	0.102001
1.23077	0.101611
1.23733	0.101718
1.24389	0.10266
1.25045	0.103162
1.25701	0.103985
1.26357	0.103366
1.27014	0.103716
1.2767	0.103732
1.28326	0.104581
1.28983	0.105072
1.29639	0.104826
1.30295	0.104304
1.30952	0.104341
1.31608	0.104922
1.32265	0.104869
1.32921	0.105167
1.33578	0.105462
1.34234	0.106346
1.34891	0.106802
1.35548	0.107542
1.36205	0.107225
1.36861	0.106779
1.37518	0.107934
1.38175	0.109512
1.38832	0.110913
1.39489	0.110328
1.40145	0.108248
1.40802	0.108203
1.41459	0.108371
1.42116	0.109124
1.42773	0.109492
1.43431	0.10988
1.44088	0.109482
1.44745	0.109793
1.45402	0.109593
1.46059	0.109383
1.46716	0.109459
1.47374	0.110596
1.48031	0.110334
1.48688	0.110593
1.49346	0.110125
1.50003	0.108791
1.50661	0.110459
1.51318	0.110354
1.51976	0.110331
1.52633	0.110934
1.53291	0.110845
1.53948	0.111275
1.54606	0.111645
1.55264	0.111878
1.55921	0.11212
1.56579	0.113286
1.57237	0.112872
1.57895	0.113501
1.58552	0.113784
1.5921	0.114064
1.59868	0.113448
1.60526	0.114426
1.61184	0.114584
1.61842	0.115047
1.625	0.113919
1.63158	0.113928
1.63816	0.114912
1.64474	0.115851
1.65133	0.114562
1.65791	0.114353
1.66449	0.114499
1.67107	0.114114
1.67766	0.113321
1.68424	0.112881
1.69082	0.113374
1.69741	0.113608
1.70399	0.11407
1.71058	0.113728
1.71716	0.114292
1.72375	0.113825
1.73033	0.113565
1.73692	0.113554
1.74351	0.114035
1.75009	0.11377
1.75668	0.113729
1.76327	0.113189
1.76985	0.113069
1.77644	0.113187
1.78303	0.113447
1.78962	0.114027
1.79621	0.113706
1.8028	0.113796
1.80939	0.114003
1.81598	0.113456
1.82257	0.114096
1.82916	0.114845
1.83575	0.114563
1.84234	0.114158
1.84893	0.113381
1.85552	0.112823
1.86212	0.111921
1.86871	0.111403
1.8753	0.113574
1.8819	0.115667
1.88849	0.11955
1.89508	0.119514
1.90168	0.116997
1.90827	0.115981
1.91487	0.110253
1.92146	0.108773
1.92806	0.109267
1.93465	0.108984
1.94125	0.111525
1.94785	0.113665
1.95444	0.114026
1.96104	0.111085
1.96764	0.108667
1.97424	0.106504
1.98084	0.106526
1.98743	0.109977
1.99403	0.114421
2.00063	0.120354
2.00723	0.119325
2.01383	0.114979
2.02043	0.110728
2.02703	0.10938
2.03363	0.107892
2.04024	0.108281
2.04684	0.108654
2.05344	0.11039
2.06004	0.109287
2.06664	0.109134
2.07325	0.107401
2.07985	0.107795
2.08645	0.10833
2.09306	0.108745
2.09966	0.108454
2.10627	0.10693
2.11287	0.10722
2.11948	0.108693
2.12608	0.107581
2.13269	0.107208
2.1393	0.107139
2.1459	0.106693
2.15251	0.10671
2.15912	0.107097
2.16572	0.108904
2.17233	0.108395
2.17894	0.107609
2.18555	0.107282
2.19216	0.106732
2.19877	0.106932
2.20538	0.107756
2.21199	0.107529
2.2186	0.107011
2.22521	0.106988
2.23182	0.10688
2.23843	0.106603
2.24504	0.10702
2.25165	0.106631
2.25827	0.106503
2.26488	0.105558
2.27149	0.105599
2.2781	0.105523
2.28472	0.105878
2.29133	0.105248
2.29795	0.105464
2.30456	0.105411
2.31118	0.105404
2.31779	0.105464
2.32441	0.105414
2.33102	0.105766
2.33764	0.105165
2.34426	0.106492
2.35087	0.105214
2.35749	0.105681
2.36411	0.105158
2.37072	0.105358
2.37734	0.105089
2.38396	0.104642
2.39058	0.105251
2.3972	0.105133
2.40382	0.105303
2.41044	0.105426
2.41706	0.105513
2.42368	0.105505
2.4303	0.105269
2.43692	0.104933
2.44354	0.105192
2.45017	0.104691
2.45679	0.104699
2.46341	0.104932
2.47003	0.104843
2.47666	0.104712
2.48328	0.104214
2.4899	0.104234
2.49653	0.104418
2.50312	0.104603
2.50972	0.104403
2.51632	0.104486
2.52292	0.104021
2.52951	0.10407
2.53611	0.103744
2.54271	0.103862
2.54931	0.103669
2.55591	0.103857
2.56251	0.103908
2.56911	0.104454
2.57571	0.104133
2.58231	0.104336
2.58891	0.103453
2.59551	0.103071
2.60212	0.102515
2.60872	0.102529
2.61532	0.102508
2.62192	0.101561
2.62853	0.101305
2.63513	0.100314
2.64174	0.098874
2.64834	0.098635
2.65495	0.102462
2.66155	0.109631
2.66816	0.112572
2.67476	0.121195
2.68137	0.12961
2.68798	0.077977
2.76068	65535
2.76729	65535
2.7739	65535
2.78052	65535
2.78713	65535
2.79374	58669.44297
2.80035	19972.6328
2.80697	5617.350812
2.81358	0.064959
2.8202	0.062457
2.82681	0.059046
2.83343	0.055538
2.84004	0.053293
2.84666	0.050586
2.85328	0.048173
2.85989	0.046059
2.86651	0.044573
2.87313	0.044294
2.87975	0.044151
2.88636	0.044022
2.89298	0.043648
2.8996	0.043121
2.90622	0.041787
2.91284	0.041133
2.91946	0.040749
2.92608	0.040381
2.9327	0.039765
2.93932	0.039672
2.94595	0.040058
2.95257	0.040384
2.95919	0.040458
2.96581	0.04079
2.97244	0.040967
2.97906	0.040684
2.98568	0.040344
2.99231	0.039903
2.99893	0.040369
3.00556	0.040962
3.01218	0.041494
3.01881	0.042081
3.02544	0.043249
3.03206	0.043649
3.03869	0.043651
3.04532	0.044135
3.05195	0.044106
3.05857	0.04448
3.0652	0.044791
3.07183	0.044797
3.07846	0.045499
3.08509	0.046516
3.09172	0.047105
