0.8	0.13001	0.16076	0.32004	0.29095	0.59706	0.39878	0.81651	0.47663	0.34941	0.34125	0.96461	0.29576	0.54022
0.805	0.12816	0.15273	0.30654	0.27226	0.59627	0.38175	0.81839	0.47196	0.34253	0.32408	0.96582	0.28469	0.52564
0.81	0.12513	0.14546	0.29114	0.25565	0.59739	0.36518	0.81731	0.46634	0.33523	0.30813	0.96539	0.27416	0.51091
0.815	0.12196	0.13768	0.27589	0.2392	0.59565	0.34787	0.81662	0.4613	0.32749	0.29169	0.96482	0.26255	0.49754
0.82	0.11936	0.13034	0.26085	0.22365	0.59663	0.33087	0.81745	0.45411	0.31947	0.27561	0.9644	0.25077	0.4819
0.825	0.1157	0.12343	0.24694	0.20921	0.59579	0.31377	0.81715	0.44784	0.31091	0.25927	0.96416	0.23881	0.46719
0.83	0.1122	0.11606	0.23277	0.19493	0.59636	0.29668	0.81839	0.44081	0.30081	0.24444	0.96638	0.22668	0.45162
0.835	0.10939	0.10971	0.2192	0.18195	0.59513	0.28	0.8184	0.43354	0.29129	0.22921	0.96559	0.2145	0.43758
0.84	0.10592	0.10314	0.20524	0.16969	0.5953	0.26279	0.81719	0.42568	0.2802	0.21467	0.96437	0.20283	0.42063
0.845	0.10216	0.09741	0.19276	0.15882	0.59505	0.24716	0.81757	0.41745	0.2697	0.20104	0.96342	0.19107	0.40564
0.85	0.09934	0.09221	0.18098	0.14818	0.59468	0.23214	0.81655	0.40959	0.25985	0.18827	0.96371	0.17961	0.38975
0.855	0.09667	0.08695	0.16944	0.13911	0.59518	0.21849	0.81713	0.40019	0.24864	0.1751	0.96214	0.16832	0.37506
0.86	0.09345	0.0821	0.15853	0.13028	0.59414	0.20332	0.81603	0.39206	0.23857	0.16348	0.96427	0.15882	0.36105
0.865	0.09079	0.07857	0.14921	0.12323	0.59289	0.19121	0.81719	0.38335	0.22819	0.15334	0.96198	0.14888	0.34667
0.87	0.08854	0.07425	0.1405	0.11554	0.5942	0.17962	0.81647	0.37408	0.21827	0.14329	0.96279	0.13922	0.3324
0.875	0.08595	0.071	0.13293	0.10961	0.59327	0.16874	0.81639	0.36638	0.20926	0.13541	0.96415	0.13113	0.31954
0.88	0.08364	0.06765	0.1252	0.1037	0.5936	0.15796	0.81397	0.358	0.1994	0.12717	0.96389	0.12295	0.3073
0.885	0.08174	0.06514	0.11856	0.09875	0.5937	0.14977	0.81774	0.35041	0.19147	0.12041	0.96257	0.11608	0.29665
0.89	0.08013	0.06285	0.11303	0.09432	0.59313	0.14072	0.81513	0.3427	0.18278	0.11368	0.96499	0.10936	0.28415
0.895	0.07836	0.06092	0.10795	0.09082	0.59298	0.13353	0.81495	0.3354	0.17504	0.10829	0.96271	0.10388	0.27569
0.9	0.07716	0.05919	0.10281	0.08714	0.59235	0.12698	0.81488	0.32922	0.16728	0.10338	0.9646	0.09871	0.26569
0.905	0.07577	0.05815	0.09892	0.08506	0.59206	0.12051	0.8137	0.32282	0.15971	0.09869	0.96301	0.09418	0.25645
0.91	0.07431	0.05682	0.09514	0.08235	0.59159	0.11531	0.81364	0.31707	0.15359	0.09477	0.96407	0.08975	0.24886
0.915	0.07416	0.05576	0.09242	0.08009	0.59108	0.11064	0.81471	0.31285	0.14858	0.0916	0.96337	0.08585	0.24148
0.92	0.07292	0.0551	0.08932	0.07851	0.59124	0.10652	0.81392	0.30795	0.14328	0.08811	0.96389	0.08276	0.23454
0.925	0.07194	0.05458	0.08726	0.07725	0.5905	0.10285	0.81454	0.30497	0.13831	0.08606	0.96283	0.07993	0.22875
0.93	0.07161	0.05445	0.08515	0.07648	0.59154	0.10004	0.8148	0.3018	0.13381	0.08405	0.96436	0.07773	0.22351
0.935	0.07086	0.05385	0.08297	0.07584	0.59133	0.09689	0.81435	0.29915	0.12985	0.08259	0.96385	0.07524	0.21838
0.94	0.07077	0.05421	0.08166	0.07572	0.59103	0.09515	0.81425	0.29746	0.12641	0.08095	0.96411	0.07382	0.21432
0.945	0.07059	0.05451	0.0797	0.07543	0.59046	0.09337	0.81414	0.29586	0.12271	0.07992	0.96327	0.07214	0.21075
0.95	0.07009	0.05483	0.07915	0.07577	0.59111	0.09191	0.81412	0.29617	0.12018	0.07921	0.96427	0.07116	0.2083
0.955	0.06977	0.05499	0.0784	0.07646	0.59044	0.09076	0.81433	0.29599	0.11833	0.07893	0.96498	0.07049	0.20613
0.96	0.07016	0.05584	0.0774	0.07785	0.59045	0.09019	0.81418	0.29753	0.11573	0.07891	0.96387	0.06976	0.20393
0.965	0.06973	0.05719	0.07706	0.07938	0.59041	0.09013	0.81379	0.29878	0.11404	0.07933	0.96395	0.06915	0.20319
0.97	0.07027	0.05868	0.07674	0.08083	0.59118	0.09007	0.81442	0.30095	0.11221	0.07994	0.96406	0.06932	0.20212
0.975	0.07056	0.06032	0.07696	0.08309	0.59028	0.09057	0.81433	0.30462	0.11151	0.08096	0.96455	0.06933	0.20182
0.98	0.07058	0.06274	0.07699	0.08618	0.59081	0.09143	0.81558	0.30765	0.11049	0.08238	0.96424	0.07004	0.20248
