RELAB ID	DL_CMP-051	DL-CMP-057	DL-CMP-058	DL-CMP-055	DL-CMP-050	DL-CMP-054	DL-CMP-086	DL-CMP-060	DL-CMP-072	DL-CMP-087	DL-CMP-084	DL-CMP-078	DL-CMP-067	DL-CMP-073	DL-CMP-068	DL-CMP-074	DL-CMP-066	DL-CMP-085	DL-CMP-032	DL-CMP-077	DL-CMP-075	DL-CMP-079	DL-CMP-071	DL-CMP-076	DL-CMP-070
Wavelength (um)	051 - Wo27 En39 Fs34	057 - Wo25 En36 Fs39	058 - Wo27 En28 Fs45	055 - Wo26 En18 Fs56	050 - Wo23 En19 Fs58	054 - Wo23 En6 Fs70	086 - Wo25 Fs75	060- Wo30 En70	072 - Wo30 En70	087 - Wo29 Fs71	084 - Wo35 Fs65	078 - Wo38 En63	067 - Wo39 En52 Fs9	073 - Wo39 En36 Fs25	068 - Wo38 En29 Fs33	074 - Wo39 En24 Fs37	066 - Wo38 En15 Fs48	085 - Wo39 Fs61	032 - Wo46 En54	077 - Wo45 En52 Fs3	075 - Wo45 En46 Fs9	079 - Wo47 En38 Fs15	071 - Wo46 En23 Fs31	076 - Wo46 En18 Fs35	070 - Wo45 En14 Fs41
1.285	0.4664	0.28939	0.6086	0.47274	0.39852	0.26498	0.17527	0.77219	0.73655	0.30249	0.24207	0.90757	0.49897	0.31427	0.46555	0.39805	0.49547	0.40983	0.95942	0.61091	0.60793	0.24038	0.32246	0.15184	0.42863
1.29	0.46868	0.29056	0.61269	0.47638	0.40193	0.26793	0.17695	0.77175	0.73638	0.30511	0.2457	0.90752	0.50096	0.31592	0.46849	0.40126	0.49916	0.41263	0.95943	0.61253	0.61055	0.24212	0.3253	0.15191	0.43285
1.295	0.47149	0.2915	0.61572	0.47915	0.40555	0.27018	0.17829	0.77185	0.73596	0.30848	0.2491	0.90737	0.50356	0.31634	0.47264	0.40376	0.50254	0.41327	0.95989	0.61519	0.61342	0.24323	0.32771	0.15289	0.43771
1.3	0.47434	0.29309	0.61824	0.48236	0.40919	0.27331	0.17915	0.77153	0.73699	0.30957	0.25199	0.90736	0.50532	0.31839	0.47519	0.40729	0.50649	0.41479	0.96141	0.6172	0.61616	0.24513	0.33022	0.15428	0.44259
1.305	0.47669	0.29385	0.62195	0.48569	0.4127	0.27612	0.18004	0.77227	0.73682	0.31296	0.25534	0.9076	0.50779	0.31815	0.47865	0.40878	0.51063	0.41741	0.96151	0.61932	0.61825	0.24698	0.33278	0.15462	0.44746
1.31	0.4797	0.29505	0.62584	0.48926	0.41654	0.27976	0.182	0.77152	0.73639	0.3161	0.25903	0.9073	0.50993	0.31954	0.48243	0.4114	0.5139	0.41969	0.96186	0.62194	0.62107	0.24854	0.33559	0.15567	0.45255
1.315	0.48221	0.29679	0.62943	0.49298	0.42038	0.28241	0.18319	0.77207	0.73716	0.31855	0.2626	0.90761	0.51178	0.32058	0.48586	0.41516	0.51841	0.42194	0.96224	0.6246	0.6243	0.25	0.33795	0.15666	0.45807
1.32	0.48485	0.29814	0.63246	0.4977	0.42413	0.2862	0.18453	0.77139	0.73669	0.32149	0.26615	0.90775	0.51429	0.32232	0.48963	0.41723	0.5228	0.4233	0.96274	0.62473	0.62642	0.25225	0.34065	0.15708	0.46278
1.325	0.4875	0.29895	0.63602	0.50101	0.42869	0.28931	0.18517	0.77172	0.73663	0.32477	0.26964	0.90821	0.51603	0.32318	0.49296	0.4204	0.52621	0.42481	0.96261	0.62697	0.62955	0.25357	0.34348	0.15817	0.46822
1.33	0.49079	0.30065	0.64042	0.50444	0.43316	0.29289	0.18671	0.77141	0.7365	0.32816	0.27376	0.90722	0.51871	0.32403	0.4966	0.42333	0.53009	0.42813	0.96312	0.62882	0.63207	0.25495	0.34619	0.15877	0.47345
1.335	0.49371	0.30118	0.64356	0.50878	0.43753	0.29628	0.18912	0.77201	0.73699	0.3322	0.27759	0.90812	0.5205	0.32526	0.50022	0.42648	0.53428	0.43	0.96384	0.63129	0.63504	0.25734	0.34887	0.1597	0.47874
1.34	0.49633	0.30253	0.64754	0.51231	0.44168	0.3002	0.19	0.77154	0.73677	0.33482	0.28177	0.90824	0.52279	0.3266	0.50415	0.42964	0.53898	0.43154	0.96395	0.63354	0.63733	0.25912	0.35125	0.16078	0.48374
1.345	0.49927	0.30361	0.65143	0.51681	0.44552	0.30382	0.19168	0.77175	0.73616	0.33838	0.28582	0.90782	0.52477	0.32764	0.50763	0.43252	0.54291	0.43304	0.96381	0.63518	0.63884	0.26012	0.35334	0.16089	0.48826
1.35	0.50177	0.305	0.65358	0.52094	0.44961	0.30761	0.19333	0.77089	0.73693	0.34283	0.28902	0.90776	0.52685	0.3282	0.51135	0.43534	0.5468	0.43635	0.9639	0.63656	0.64157	0.26203	0.35577	0.16217	0.4936
1.355	0.5041	0.30739	0.65885	0.52419	0.45406	0.31093	0.19482	0.77114	0.73587	0.34631	0.29332	0.90779	0.52912	0.32972	0.5152	0.43796	0.55053	0.43714	0.9629	0.63817	0.64391	0.26442	0.35806	0.16248	0.49844
1.36	0.50722	0.3089	0.66202	0.52845	0.45846	0.31482	0.1969	0.77044	0.73568	0.35104	0.29895	0.90632	0.53022	0.33038	0.51856	0.44126	0.5544	0.44131	0.96263	0.64057	0.64546	0.26561	0.35993	0.16326	0.50365
1.365	0.51166	0.30786	0.66401	0.53353	0.46422	0.31933	0.19783	0.77023	0.73647	0.35237	0.30166	0.90773	0.53331	0.33114	0.52368	0.44451	0.55925	0.44139	0.96465	0.64208	0.64844	0.26806	0.36345	0.16404	0.50933
1.37	0.51426	0.30894	0.66879	0.53752	0.46846	0.32383	0.19942	0.76993	0.73655	0.35613	0.30562	0.90865	0.53461	0.33251	0.52753	0.44826	0.56368	0.444	0.96425	0.64331	0.65099	0.26871	0.36558	0.1648	0.51449
1.375	0.5175	0.31033	0.6734	0.54305	0.4734	0.32852	0.20071	0.77033	0.73567	0.36171	0.31016	0.90731	0.53734	0.33383	0.53054	0.45094	0.56738	0.44642	0.96472	0.64613	0.65269	0.2703	0.36837	0.16524	0.51991
1.38	0.52083	0.31333	0.67582	0.54704	0.47735	0.33173	0.20226	0.77043	0.73521	0.36589	0.31429	0.90789	0.53892	0.3347	0.53377	0.45398	0.5707	0.44885	0.9633	0.648	0.65344	0.27185	0.36948	0.16569	0.52474
1.385	0.52409	0.31211	0.67818	0.55277	0.48428	0.33834	0.20387	0.77048	0.73705	0.36844	0.31759	0.90785	0.54238	0.33658	0.54143	0.45683	0.57775	0.44859	0.96664	0.64982	0.65896	0.27367	0.37411	0.16686	0.53062
1.39	0.52695	0.31424	0.684	0.55625	0.4885	0.34174	0.20553	0.77089	0.73628	0.37327	0.32235	0.90774	0.54358	0.33719	0.54387	0.46051	0.58177	0.45124	0.96677	0.65156	0.6603	0.2749	0.3762	0.16723	0.53602
1.395	0.53004	0.31667	0.68872	0.56047	0.49267	0.34589	0.2069	0.77092	0.73647	0.3792	0.32801	0.90847	0.54637	0.33779	0.54788	0.46301	0.58573	0.45557	0.96456	0.65276	0.66237	0.27599	0.37809	0.16787	0.54014
1.4	0.53266	0.31789	0.69073	0.56446	0.49644	0.34998	0.20876	0.77028	0.7362	0.382	0.33142	0.90788	0.54715	0.33953	0.55181	0.46591	0.58982	0.45623	0.96465	0.65396	0.66455	0.27834	0.38024	0.16859	0.54485
1.405	0.53568	0.31877	0.69608	0.56917	0.50222	0.35472	0.2097	0.7708	0.73582	0.38601	0.33525	0.90736	0.54983	0.34004	0.55567	0.47003	0.59434	0.45808	0.96522	0.65684	0.66666	0.27941	0.38188	0.16926	0.55052
1.41	0.5393	0.32082	0.69843	0.5737	0.50822	0.35962	0.2111	0.77075	0.7369	0.38901	0.33965	0.90816	0.55208	0.34121	0.56065	0.47303	0.60005	0.46022	0.96682	0.65866	0.6695	0.28134	0.38491	0.16978	0.55583
1.415	0.5427	0.32131	0.70159	0.57889	0.51228	0.36498	0.21239	0.77079	0.73567	0.39386	0.34312	0.90746	0.55402	0.34247	0.56503	0.47554	0.60391	0.46193	0.96633	0.65974	0.67166	0.28288	0.38733	0.17063	0.56072
1.42	0.54586	0.32225	0.70523	0.58267	0.5174	0.36975	0.21378	0.7704	0.73547	0.39743	0.34687	0.90657	0.55549	0.34268	0.56708	0.47872	0.608	0.46316	0.96683	0.66167	0.67279	0.28415	0.38892	0.17109	0.56567
1.425	0.54908	0.32396	0.70925	0.58795	0.52277	0.37465	0.2148	0.77032	0.73587	0.40194	0.35119	0.90694	0.55678	0.34406	0.57015	0.48158	0.61197	0.46571	0.96735	0.66212	0.67339	0.28518	0.39076	0.17167	0.57011
1.43	0.55257	0.3251	0.7119	0.59257	0.5279	0.38001	0.21697	0.77094	0.7351	0.40721	0.35527	0.90639	0.55757	0.34511	0.57306	0.48507	0.61584	0.46774	0.96738	0.66444	0.67612	0.28695	0.39294	0.17225	0.57507
1.435	0.556	0.32544	0.71424	0.59725	0.53276	0.38449	0.21857	0.77048	0.73529	0.41209	0.35959	0.90787	0.5602	0.34554	0.57801	0.48739	0.62051	0.46934	0.96742	0.66599	0.67734	0.28828	0.3948	0.17277	0.57981
1.44	0.5584	0.32628	0.71831	0.60222	0.53743	0.3896	0.2204	0.77152	0.73521	0.41612	0.36297	0.90841	0.5624	0.34704	0.58226	0.48998	0.62432	0.47124	0.96808	0.66771	0.67931	0.28983	0.39702	0.17342	0.58439
1.445	0.56126	0.32845	0.72182	0.60632	0.54211	0.39413	0.2214	0.77088	0.73589	0.42079	0.36782	0.90648	0.56459	0.34829	0.58622	0.49372	0.62855	0.47301	0.96765	0.66849	0.68092	0.29092	0.39831	0.17385	0.58876
1.45	0.56343	0.32909	0.72457	0.61126	0.54674	0.39887	0.22274	0.77054	0.73616	0.42571	0.37087	0.90648	0.56606	0.34881	0.58924	0.49583	0.63212	0.47404	0.96731	0.67002	0.6821	0.29206	0.40022	0.17424	0.59356
1.455	0.56699	0.32943	0.72696	0.61489	0.55127	0.40407	0.22396	0.77057	0.73534	0.42899	0.37481	0.90661	0.56692	0.34895	0.59209	0.49867	0.63613	0.47612	0.96755	0.67129	0.68439	0.29437	0.40216	0.17483	0.59714
1.46	0.57047	0.33091	0.72932	0.61982	0.55605	0.40925	0.22545	0.77062	0.73536	0.43407	0.37745	0.9063	0.56795	0.35026	0.59509	0.50156	0.64011	0.47813	0.96817	0.67228	0.6859	0.29498	0.40371	0.17517	0.60161
1.465	0.57305	0.33201	0.73252	0.62422	0.56023	0.41445	0.22695	0.7709	0.73566	0.43782	0.38205	0.90676	0.5696	0.35057	0.59884	0.50424	0.64462	0.48003	0.96811	0.67292	0.68609	0.29628	0.40573	0.17555	0.60612
1.47	0.57495	0.33329	0.73634	0.62754	0.56482	0.41894	0.22766	0.77044	0.73586	0.44258	0.38476	0.90653	0.57145	0.35202	0.60218	0.50731	0.64813	0.48185	0.96783	0.67356	0.68744	0.29745	0.40707	0.17603	0.61021
1.475	0.57856	0.33321	0.73881	0.6325	0.56937	0.42432	0.2288	0.771	0.73586	0.44668	0.38881	0.9068	0.57255	0.35276	0.60564	0.50887	0.65189	0.48252	0.96872	0.67655	0.68959	0.29871	0.40872	0.17673	0.6143
1.48	0.57997	0.3353	0.74155	0.63581	0.5729	0.42863	0.23075	0.77094	0.73563	0.45096	0.39216	0.90759	0.57462	0.3534	0.60887	0.51166	0.65554	0.48443	0.96832	0.67788	0.69151	0.30025	0.40998	0.17709	0.61824
1.485	0.5831	0.33558	0.74363	0.63963	0.57727	0.43407	0.23196	0.77033	0.73657	0.45541	0.39584	0.90641	0.57518	0.35445	0.61158	0.51481	0.65944	0.48558	0.9692	0.67843	0.69291	0.30079	0.41189	0.17734	0.62192
1.49	0.58566	0.33664	0.7449	0.64394	0.58077	0.43854	0.23259	0.77083	0.7356	0.46005	0.39823	0.90719	0.57698	0.35476	0.61508	0.51693	0.66288	0.48715	0.96948	0.67988	0.6936	0.30274	0.41273	0.1777	0.62586
1.495	0.58757	0.33751	0.74655	0.64762	0.58464	0.44338	0.23297	0.77135	0.73621	0.46344	0.4016	0.90694	0.57744	0.356	0.61814	0.51961	0.66552	0.48875	0.96906	0.68132	0.69477	0.30382	0.41455	0.17787	0.62941
1.5	0.59019	0.33778	0.74876	0.65175	0.58853	0.44748	0.23491	0.77139	0.73524	0.46873	0.40502	0.90711	0.57897	0.35649	0.62094	0.52256	0.6697	0.49017	0.96965	0.68063	0.69515	0.3054	0.41606	0.17823	0.63294
1.505	0.59165	0.33918	0.75111	0.65483	0.59083	0.45312	0.23644	0.77144	0.73654	0.47212	0.40804	0.90818	0.57973	0.35746	0.62455	0.52477	0.67299	0.49119	0.96997	0.68232	0.69787	0.30625	0.41733	0.17927	0.63612
1.51	0.59459	0.33911	0.75326	0.65817	0.59473	0.45671	0.23713	0.77118	0.73594	0.4771	0.4109	0.90744	0.58101	0.358	0.62678	0.527	0.67656	0.49342	0.9694	0.68422	0.69862	0.30684	0.4188	0.17977	0.63977
1.515	0.596	0.33984	0.75457	0.66206	0.59828	0.46195	0.23795	0.77059	0.73668	0.48033	0.41379	0.90778	0.58242	0.35842	0.62923	0.52871	0.6793	0.49431	0.96998	0.68474	0.69918	0.30849	0.41991	0.17935	0.64326
1.52	0.59803	0.34078	0.75585	0.66453	0.60102	0.46579	0.23932	0.77105	0.73523	0.48505	0.41692	0.90789	0.58364	0.35896	0.63198	0.53073	0.68248	0.49596	0.97006	0.68557	0.70017	0.30936	0.42119	0.18031	0.64614
1.525	0.60056	0.34097	0.75608	0.66823	0.60436	0.47065	0.23937	0.77139	0.7353	0.48884	0.41906	0.90812	0.58425	0.35948	0.63451	0.53235	0.68508	0.49693	0.97067	0.68577	0.70107	0.31068	0.42254	0.18038	0.64922
1.53	0.6022	0.3421	0.75664	0.67095	0.60617	0.47432	0.24078	0.77151	0.73631	0.49274	0.422	0.90817	0.5853	0.35994	0.63721	0.53497	0.68789	0.49764	0.97078	0.68704	0.70231	0.31114	0.42374	0.18079	0.65237
1.535	0.60362	0.343	0.75831	0.67378	0.60866	0.47842	0.24253	0.7717	0.73651	0.49703	0.42366	0.90875	0.58693	0.3605	0.63984	0.53756	0.6908	0.49821	0.97059	0.68757	0.70243	0.31206	0.42455	0.18167	0.65487
1.54	0.60419	0.34248	0.76055	0.67681	0.61024	0.48258	0.24258	0.77186	0.73645	0.50155	0.42669	0.90807	0.58719	0.36158	0.64165	0.53916	0.69357	0.49991	0.97101	0.68855	0.70369	0.31333	0.42597	0.18195	0.65831
1.545	0.60554	0.34319	0.7608	0.67858	0.61211	0.48659	0.24373	0.77172	0.7368	0.50439	0.42904	0.90756	0.58824	0.36173	0.6439	0.54104	0.69615	0.50048	0.97144	0.68902	0.70437	0.31461	0.42713	0.18197	0.6613
1.55	0.6077	0.34411	0.76116	0.68098	0.6136	0.48919	0.2441	0.77228	0.73698	0.50782	0.43044	0.90823	0.58955	0.36256	0.64597	0.5429	0.69807	0.49999	0.97129	0.6895	0.70555	0.31579	0.42817	0.18241	0.66361
1.555	0.60788	0.34389	0.76076	0.68318	0.61488	0.49317	0.2451	0.77156	0.73689	0.51101	0.4316	0.90776	0.58945	0.36317	0.64759	0.54411	0.70018	0.50158	0.97151	0.69012	0.70607	0.31605	0.42923	0.18268	0.66648
1.56	0.60917	0.34386	0.7615	0.68515	0.61583	0.49655	0.24532	0.77127	0.73622	0.51429	0.4355	0.90912	0.58985	0.36323	0.64874	0.54605	0.70249	0.50325	0.97176	0.68973	0.70628	0.31806	0.42974	0.18283	0.66891
1.565	0.60977	0.34447	0.76224	0.68678	0.6167	0.49916	0.24658	0.77145	0.73675	0.51781	0.43599	0.90765	0.59018	0.36392	0.65068	0.54713	0.70415	0.50334	0.97104	0.6902	0.70619	0.31781	0.43114	0.18255	0.67113
1.57	0.61072	0.34482	0.76076	0.68839	0.6171	0.50233	0.24716	0.77141	0.73635	0.5207	0.43958	0.9087	0.59136	0.36416	0.65252	0.54819	0.70637	0.50522	0.97165	0.69074	0.70748	0.31972	0.43165	0.18342	0.67326
1.575	0.61143	0.34519	0.75973	0.69042	0.61709	0.50477	0.24797	0.77197	0.73633	0.52387	0.44002	0.90928	0.59144	0.36449	0.6539	0.54964	0.70768	0.506	0.97243	0.69142	0.70781	0.32072	0.43279	0.18366	0.67538
1.58	0.61024	0.34508	0.75989	0.69178	0.61699	0.50721	0.24812	0.77168	0.73643	0.52705	0.44212	0.90953	0.59232	0.36537	0.65474	0.55134	0.71028	0.50713	0.97189	0.69125	0.70762	0.32228	0.43357	0.18372	0.67721
1.585	0.61125	0.34587	0.75976	0.69202	0.61696	0.50871	0.24864	0.77113	0.73663	0.52995	0.44305	0.90955	0.59307	0.36648	0.65596	0.55245	0.71053	0.50749	0.97173	0.69151	0.70828	0.32258	0.43435	0.18386	0.6794
1.59	0.6109	0.34605	0.75889	0.69253	0.6167	0.51093	0.24921	0.77133	0.73726	0.53236	0.4454	0.9086	0.59329	0.36637	0.6573	0.55357	0.71277	0.5081	0.97234	0.69241	0.70935	0.32328	0.43534	0.18489	0.68131
1.595	0.61116	0.34526	0.75671	0.6931	0.61539	0.51254	0.25029	0.7709	0.73675	0.53512	0.44617	0.90929	0.59348	0.36672	0.65736	0.55398	0.71379	0.50857	0.972	0.69258	0.70968	0.32444	0.43584	0.18445	0.68325
1.6	0.61143	0.34529	0.75664	0.69362	0.61467	0.51407	0.25112	0.77181	0.73685	0.53775	0.44781	0.90846	0.59372	0.36738	0.65982	0.55505	0.71552	0.50916	0.97261	0.69332	0.71046	0.32503	0.43653	0.18482	0.68431
1.605	0.61064	0.34595	0.75582	0.69462	0.61319	0.5158	0.25119	0.77154	0.73699	0.53916	0.44842	0.90907	0.59459	0.36775	0.66055	0.55642	0.71664	0.50952	0.97257	0.69264	0.70985	0.3256	0.43701	0.18503	0.68562
1.61	0.61177	0.34576	0.75441	0.69422	0.61224	0.5171	0.25115	0.77133	0.73693	0.54193	0.44958	0.90897	0.59491	0.36772	0.66122	0.55699	0.71677	0.51014	0.97385	0.69284	0.70995	0.32669	0.43746	0.18505	0.68753
1.615	0.61084	0.34575	0.75201	0.69415	0.61003	0.51825	0.25132	0.77227	0.7366	0.54329	0.45113	0.90972	0.59472	0.36813	0.66066	0.55809	0.71775	0.51046	0.97291	0.69297	0.70999	0.3273	0.43845	0.18568	0.68878
1.62	0.60941	0.34572	0.75161	0.69375	0.60727	0.5188	0.25189	0.77134	0.73713	0.54553	0.45155	0.90969	0.59514	0.36866	0.66103	0.55861	0.71856	0.51107	0.97357	0.69277	0.70992	0.32852	0.43958	0.18583	0.68999
1.625	0.60835	0.34523	0.74873	0.69273	0.60548	0.51856	0.25207	0.77135	0.73682	0.54687	0.45244	0.90816	0.59432	0.36918	0.66148	0.5592	0.71895	0.51129	0.97282	0.69243	0.70915	0.32859	0.43971	0.18596	0.69057
1.63	0.60702	0.34502	0.74594	0.69132	0.60293	0.51805	0.25204	0.77128	0.73683	0.5481	0.45294	0.90799	0.59367	0.36933	0.66062	0.55926	0.71833	0.51142	0.97243	0.69222	0.70974	0.32909	0.43961	0.1861	0.69128
1.635	0.60633	0.34561	0.745	0.6911	0.5996	0.51799	0.25196	0.77093	0.73622	0.5488	0.453	0.90818	0.59386	0.36942	0.66056	0.55951	0.71922	0.51157	0.97239	0.69229	0.70912	0.32965	0.44002	0.18586	0.69194
1.64	0.60568	0.345	0.74261	0.68964	0.59724	0.51813	0.25238	0.7715	0.73641	0.54907	0.45428	0.90802	0.59462	0.37001	0.66051	0.56028	0.71941	0.51205	0.97187	0.69196	0.70796	0.33044	0.44102	0.18619	0.69279
1.645	0.60492	0.34421	0.73971	0.68816	0.5949	0.51677	0.25258	0.77117	0.73676	0.55086	0.45354	0.90993	0.59412	0.36971	0.65993	0.56009	0.71854	0.51232	0.97299	0.6922	0.70899	0.33152	0.44102	0.18623	0.694
1.65	0.60312	0.34518	0.73773	0.68751	0.59104	0.51615	0.25278	0.77161	0.73638	0.55123	0.45477	0.90942	0.59429	0.36951	0.66076	0.55932	0.71871	0.51273	0.97293	0.69111	0.70888	0.33239	0.44162	0.18683	0.6944
1.655	0.60085	0.34395	0.73527	0.68503	0.58759	0.51535	0.25302	0.77215	0.73685	0.55151	0.45464	0.90911	0.59408	0.36929	0.65919	0.56067	0.71755	0.51289	0.97255	0.69121	0.70907	0.33215	0.44205	0.18685	0.69428
1.66	0.59935	0.34371	0.73336	0.68332	0.58413	0.51406	0.25308	0.77276	0.73624	0.55282	0.4553	0.90889	0.59418	0.3698	0.65988	0.55982	0.71773	0.51316	0.97242	0.69189	0.70854	0.3334	0.44202	0.18708	0.69509
1.665	0.59944	0.34377	0.73141	0.68106	0.58137	0.51248	0.25354	0.77209	0.7364	0.55121	0.45606	0.90873	0.59348	0.37074	0.6579	0.56079	0.71689	0.51301	0.97236	0.69071	0.70696	0.3335	0.44234	0.18781	0.69567
1.67	0.59735	0.34334	0.72756	0.67917	0.57757	0.50977	0.25289	0.77265	0.73653	0.55127	0.45637	0.90827	0.5933	0.37137	0.65772	0.55975	0.71604	0.51335	0.97349	0.69118	0.70645	0.33441	0.44282	0.18802	0.69601
1.675	0.59511	0.34335	0.72527	0.67665	0.57317	0.50727	0.25273	0.77296	0.73616	0.55261	0.45556	0.90986	0.59329	0.3714	0.65649	0.56027	0.71483	0.51341	0.97294	0.69119	0.70748	0.33454	0.44285	0.18832	0.6955
1.68	0.59358	0.34224	0.72329	0.67368	0.56954	0.50562	0.2523	0.7723	0.73658	0.5516	0.45395	0.91004	0.59267	0.3713	0.65532	0.55939	0.71406	0.51374	0.97319	0.69052	0.70696	0.33541	0.44283	0.18865	0.69591
1.685	0.59075	0.34268	0.71922	0.67107	0.56448	0.50353	0.25212	0.77284	0.73624	0.55016	0.45468	0.91006	0.59224	0.37124	0.65441	0.55965	0.7128	0.51391	0.97323	0.69004	0.7054	0.33647	0.44321	0.18801	0.69573
1.69	0.58862	0.34182	0.71685	0.66854	0.55996	0.50007	0.25208	0.77224	0.73623	0.55054	0.45463	0.91012	0.59113	0.37073	0.65262	0.55916	0.71152	0.51407	0.97305	0.68847	0.70472	0.33688	0.44338	0.18838	0.696
1.695	0.58589	0.34091	0.71343	0.66495	0.55541	0.49753	0.25243	0.77222	0.73528	0.54924	0.45472	0.90993	0.59084	0.37168	0.6511	0.55849	0.71069	0.51428	0.97292	0.68899	0.70507	0.33703	0.44349	0.1887	0.69501
1.7	0.58317	0.34056	0.71058	0.66246	0.55154	0.49525	0.25199	0.77266	0.7368	0.54841	0.45399	0.90923	0.59128	0.37157	0.65032	0.55823	0.71037	0.51449	0.97389	0.68827	0.70418	0.33704	0.44337	0.18861	0.69532
1.705	0.58212	0.33915	0.70675	0.65886	0.54679	0.49142	0.25255	0.77243	0.73685	0.54807	0.45397	0.90955	0.59069	0.37146	0.64785	0.55717	0.7076	0.51441	0.97361	0.68786	0.70375	0.33803	0.4434	0.18885	0.69411
1.71	0.57849	0.33844	0.70292	0.65515	0.54152	0.48795	0.2516	0.77311	0.73677	0.54719	0.45298	0.91005	0.58993	0.3717	0.64659	0.55658	0.70609	0.5139	0.97294	0.68812	0.70343	0.33792	0.44374	0.18894	0.69348
1.715	0.57603	0.33779	0.69961	0.65253	0.53649	0.4846	0.25194	0.77347	0.73649	0.54501	0.45277	0.90926	0.58914	0.37137	0.64488	0.55584	0.70444	0.51375	0.97309	0.68725	0.7025	0.33828	0.44381	0.18949	0.69259
1.72	0.57257	0.33721	0.69543	0.64752	0.53135	0.48089	0.25147	0.7729	0.73702	0.54347	0.45048	0.9094	0.58836	0.37133	0.64236	0.55498	0.7022	0.51322	0.97353	0.68651	0.70163	0.33877	0.44363	0.18959	0.6915
1.725	0.5699	0.33656	0.69273	0.64431	0.52679	0.47688	0.25164	0.77373	0.73737	0.54159	0.45114	0.91047	0.58808	0.37135	0.64123	0.55436	0.70048	0.51287	0.97428	0.68642	0.70129	0.33893	0.44375	0.18959	0.69107
1.73	0.56693	0.33548	0.6886	0.64037	0.52122	0.47264	0.25076	0.77314	0.737	0.53892	0.44951	0.91027	0.58665	0.37122	0.63872	0.55335	0.69787	0.51256	0.97313	0.68613	0.70061	0.33913	0.44311	0.18969	0.68968
1.735	0.56321	0.33468	0.68471	0.63584	0.51582	0.46831	0.25027	0.77185	0.73644	0.53612	0.44889	0.91024	0.58553	0.37092	0.63577	0.5517	0.6952	0.51208	0.9724	0.68498	0.6988	0.33908	0.44247	0.18979	0.68762
1.74	0.56	0.33349	0.68077	0.63171	0.51079	0.4643	0.24973	0.77227	0.73624	0.53364	0.44673	0.9097	0.58443	0.37119	0.63354	0.54994	0.69267	0.5122	0.97288	0.68368	0.69716	0.33879	0.4426	0.18977	0.68689
1.745	0.55623	0.33218	0.67676	0.62738	0.5052	0.45973	0.24933	0.77157	0.73651	0.53141	0.44606	0.90997	0.58345	0.37082	0.63065	0.54859	0.68986	0.51254	0.9725	0.6832	0.69667	0.33908	0.44215	0.18947	0.68505
1.75	0.5537	0.33093	0.67282	0.62321	0.49977	0.45556	0.24914	0.77237	0.73608	0.52918	0.44378	0.90983	0.58289	0.37006	0.62851	0.54699	0.68742	0.51096	0.97295	0.68249	0.69596	0.3395	0.44188	0.18964	0.684
1.755	0.54984	0.33024	0.66924	0.61875	0.49459	0.45131	0.24853	0.77237	0.73676	0.52668	0.4431	0.91005	0.58194	0.37051	0.62621	0.54597	0.68546	0.51111	0.97321	0.68188	0.69471	0.33911	0.44167	0.19012	0.68301
1.76	0.54652	0.32895	0.66522	0.61476	0.48932	0.44714	0.24858	0.7729	0.73633	0.52372	0.44123	0.91002	0.58107	0.36958	0.62353	0.54443	0.68191	0.51014	0.97328	0.68116	0.69354	0.33929	0.44101	0.19	0.68082
1.765	0.54267	0.32733	0.66054	0.6094	0.48336	0.44169	0.24689	0.7714	0.73646	0.52067	0.43991	0.91034	0.57915	0.36955	0.61971	0.54284	0.67848	0.50966	0.97166	0.67937	0.69103	0.33907	0.44005	0.19012	0.67788
1.77	0.53985	0.32675	0.65729	0.60522	0.47877	0.4371	0.24682	0.77167	0.73597	0.51692	0.43793	0.90974	0.57803	0.36852	0.6178	0.54124	0.67648	0.50822	0.9727	0.67869	0.68973	0.33937	0.4398	0.18991	0.67639
1.775	0.53648	0.32585	0.65325	0.60086	0.47384	0.43244	0.24609	0.77204	0.73618	0.51354	0.43663	0.90931	0.57749	0.36898	0.61526	0.53921	0.67385	0.50832	0.97289	0.67813	0.68874	0.33901	0.44005	0.1896	0.67484
1.78	0.53222	0.32402	0.64861	0.59619	0.46744	0.42769	0.24483	0.77183	0.73595	0.51014	0.43411	0.90919	0.57548	0.3682	0.61142	0.53735	0.67014	0.50781	0.97284	0.67704	0.68737	0.3384	0.43884	0.18971	0.67258
1.785	0.52906	0.32317	0.64486	0.59203	0.46188	0.42338	0.24433	0.77224	0.73607	0.50695	0.43231	0.90924	0.57481	0.36786	0.60908	0.53612	0.66762	0.50713	0.97344	0.67619	0.68596	0.33872	0.43881	0.18979	0.67106
1.79	0.52527	0.3217	0.64121	0.5873	0.45739	0.41874	0.24287	0.77293	0.73619	0.50316	0.43034	0.91035	0.57353	0.36778	0.60593	0.5339	0.66449	0.50632	0.9734	0.67559	0.6849	0.3388	0.43818	0.19003	0.66906
1.795	0.52089	0.31982	0.6367	0.58212	0.45146	0.41376	0.24298	0.77171	0.73628	0.49955	0.42799	0.90996	0.57144	0.36702	0.60222	0.53217	0.66007	0.50604	0.97244	0.67446	0.68302	0.33804	0.43723	0.19011	0.66663
1.8	0.51715	0.31919	0.63329	0.57753	0.44604	0.40865	0.24202	0.77225	0.73621	0.49589	0.42628	0.90912	0.56984	0.36714	0.59875	0.53001	0.6574	0.50497	0.9729	0.6735	0.68162	0.33776	0.43651	0.18979	0.66414
