RELAB ID	DL_CMP-051	DL-CMP-057	DL-CMP-058	DL-CMP-055	DL-CMP-050	DL-CMP-054	DL-CMP-086	DL-CMP-060	DL-CMP-072	DL-CMP-087	DL-CMP-084	DL-CMP-078	DL-CMP-067	DL-CMP-073	DL-CMP-068	DL-CMP-074	DL-CMP-066	DL-CMP-085	DL-CMP-032	DL-CMP-077	DL-CMP-075	DL-CMP-079	DL-CMP-071	DL-CMP-076	DL-CMP-070
Wavelength (um)	051 - Wo27 En39 Fs34	057 - Wo25 En36 Fs39	058 - Wo27 En28 Fs45	055 - Wo26 En18 Fs56	050 - Wo23 En19 Fs58	054 - Wo23 En6 Fs70	086 - Wo25 Fs75	060- Wo30 En70	072 - Wo30 En70	087 - Wo29 Fs71	084 - Wo35 Fs65	078 - Wo38 En63	067 - Wo39 En52 Fs9	073 - Wo39 En36 Fs25	068 - Wo38 En29 Fs33	074 - Wo39 En24 Fs37	066 - Wo38 En15 Fs48	085 - Wo39 Fs61	032 - Wo46 En54	077 - Wo45 En52 Fs3	075 - Wo45 En46 Fs9	079 - Wo47 En38 Fs15	071 - Wo46 En23 Fs31	076 - Wo46 En18 Fs35	070 - Wo45 En14 Fs41
0.765	0.51886	0.32068	0.65488	0.53721	0.4487	0.27972	0.19807	0.76928	0.73531	0.31382	0.29056	0.88992	0.49712	0.3395	0.5228	0.37531	0.51817	0.4351	0.95542	0.66673	0.6367	0.23007	0.31229	0.12721	0.37577
0.77	0.51531	0.31899	0.65026	0.53281	0.44321	0.27753	0.1972	0.76995	0.73467	0.31242	0.28877	0.89126	0.49667	0.33874	0.5218	0.37437	0.51582	0.43438	0.95586	0.6651	0.63555	0.23006	0.31198	0.12728	0.37474
0.775	0.50985	0.31693	0.64473	0.52802	0.4368	0.27508	0.19622	0.76983	0.73513	0.311	0.2862	0.89165	0.49493	0.33835	0.51816	0.37433	0.51374	0.43234	0.95522	0.66167	0.63392	0.22972	0.31134	0.12735	0.37396
0.78	0.50467	0.31438	0.63874	0.52323	0.42944	0.27243	0.19513	0.76998	0.73573	0.3094	0.28306	0.89397	0.49402	0.33738	0.51552	0.3738	0.51121	0.43123	0.95634	0.66009	0.63258	0.22944	0.31073	0.12734	0.3735
0.785	0.49804	0.31188	0.63245	0.51788	0.42096	0.26972	0.19404	0.76962	0.73475	0.30776	0.282	0.89679	0.49225	0.33589	0.51198	0.37323	0.50907	0.4305	0.9569	0.6565	0.63019	0.22896	0.30977	0.12753	0.372
0.79	0.49126	0.3091	0.62528	0.51035	0.41166	0.26612	0.19271	0.76997	0.73513	0.30599	0.27775	0.89882	0.49093	0.33489	0.50837	0.37259	0.50589	0.42817	0.95535	0.654	0.62856	0.22854	0.30937	0.12772	0.37157
0.795	0.483	0.30539	0.61625	0.50254	0.4012	0.26179	0.19159	0.76982	0.73506	0.30391	0.27642	0.89717	0.4892	0.33348	0.5039	0.37157	0.50276	0.42706	0.95645	0.6505	0.62626	0.22814	0.30846	0.12806	0.37078
0.8	0.47657	0.30211	0.60878	0.49592	0.39192	0.2584	0.19021	0.77001	0.73596	0.3011	0.27278	0.89958	0.48811	0.33202	0.50037	0.37158	0.49962	0.42529	0.95646	0.64784	0.62389	0.22783	0.3088	0.12849	0.37041
0.805	0.46497	0.29747	0.59668	0.48508	0.3779	0.25263	0.18819	0.77006	0.73588	0.29931	0.26982	0.90144	0.48466	0.33098	0.4937	0.37008	0.49581	0.42352	0.95553	0.64451	0.62129	0.22801	0.30741	0.129	0.36982
0.81	0.45465	0.29239	0.58504	0.47445	0.36379	0.2465	0.18687	0.76992	0.73527	0.29551	0.2674	0.8998	0.48251	0.3285	0.48929	0.36862	0.49157	0.42254	0.95659	0.64326	0.61938	0.2271	0.3062	0.12955	0.36845
0.815	0.44349	0.28724	0.57408	0.46202	0.34975	0.23915	0.18485	0.77045	0.7366	0.29278	0.26272	0.90118	0.47969	0.32665	0.48248	0.3667	0.48686	0.41832	0.9559	0.63745	0.61441	0.22634	0.30503	0.12978	0.36765
0.82	0.43086	0.28155	0.56072	0.45138	0.33471	0.232	0.18343	0.77053	0.73579	0.28816	0.2605	0.90215	0.47677	0.32373	0.47529	0.3644	0.48255	0.41695	0.95614	0.63482	0.61301	0.22517	0.30399	0.13001	0.36635
0.825	0.41877	0.27458	0.5473	0.43704	0.3194	0.22373	0.18104	0.7698	0.73569	0.28403	0.25564	0.90296	0.47386	0.32116	0.4684	0.36195	0.47593	0.41347	0.95531	0.63006	0.60913	0.22484	0.30236	0.13012	0.36501
0.83	0.40515	0.26805	0.53391	0.42359	0.30339	0.21552	0.17879	0.76884	0.73486	0.27898	0.2513	0.90312	0.46905	0.31753	0.45979	0.35816	0.46941	0.41003	0.95551	0.62639	0.60415	0.22252	0.30084	0.1299	0.363
0.835	0.39165	0.26119	0.5192	0.40843	0.28745	0.2064	0.17537	0.7712	0.73542	0.27318	0.24677	0.90265	0.46486	0.31407	0.45037	0.35483	0.46208	0.40665	0.95456	0.62099	0.59881	0.22189	0.29855	0.13007	0.36105
0.84	0.37741	0.25292	0.50396	0.39229	0.27159	0.19615	0.1719	0.77077	0.73587	0.2661	0.24228	0.90262	0.45951	0.31024	0.44031	0.35037	0.45339	0.40355	0.95434	0.61574	0.59299	0.21989	0.29595	0.1303	0.3588
0.845	0.36317	0.24525	0.48795	0.3767	0.25559	0.18644	0.16822	0.77031	0.73583	0.25841	0.23652	0.90351	0.45407	0.30515	0.42919	0.34527	0.44458	0.39862	0.95523	0.61017	0.5887	0.21797	0.29349	0.13046	0.3555
0.85	0.34764	0.23675	0.47195	0.3598	0.23961	0.17571	0.1643	0.76941	0.7353	0.25067	0.23145	0.9015	0.44702	0.30098	0.41809	0.33917	0.43546	0.3946	0.9553	0.6059	0.58366	0.21504	0.29008	0.13041	0.35267
0.855	0.33226	0.22754	0.45692	0.34207	0.22364	0.16521	0.15916	0.7707	0.73643	0.24185	0.22461	0.90223	0.43928	0.29433	0.40492	0.33178	0.4237	0.38909	0.95444	0.60024	0.57673	0.21288	0.28612	0.13046	0.34771
0.86	0.31757	0.21987	0.43911	0.32527	0.20902	0.15475	0.15538	0.77084	0.73653	0.23202	0.21865	0.90183	0.43167	0.28932	0.3918	0.32543	0.41274	0.38419	0.95366	0.59327	0.56912	0.20954	0.28248	0.13024	0.34359
0.865	0.30331	0.21054	0.4227	0.30941	0.19566	0.14417	0.1508	0.76948	0.73595	0.22206	0.21181	0.90223	0.42353	0.28311	0.37749	0.31878	0.40094	0.37773	0.95409	0.58652	0.56148	0.20686	0.27862	0.12989	0.33911
0.87	0.28785	0.20123	0.40499	0.2918	0.18205	0.13534	0.14452	0.76969	0.73556	0.21246	0.2061	0.90537	0.41467	0.27528	0.36375	0.30828	0.38826	0.3726	0.95517	0.57697	0.55224	0.20254	0.27209	0.12908	0.3331
0.875	0.27478	0.19265	0.39224	0.27706	0.17009	0.12683	0.13888	0.76981	0.73513	0.20194	0.19864	0.90231	0.40482	0.2675	0.34886	0.29946	0.3744	0.36522	0.9526	0.56998	0.54329	0.19843	0.26755	0.12897	0.32803
0.88	0.2598	0.18407	0.37518	0.26115	0.15751	0.11764	0.13333	0.77153	0.73436	0.19174	0.19168	0.90386	0.39445	0.2603	0.33317	0.29062	0.36137	0.35844	0.95386	0.5613	0.53326	0.19456	0.26135	0.12834	0.32022
0.885	0.24684	0.17545	0.36082	0.24654	0.14771	0.10946	0.12752	0.77152	0.73473	0.18141	0.18439	0.9038	0.38434	0.25252	0.31773	0.2814	0.34753	0.35071	0.95361	0.55265	0.52288	0.18988	0.25564	0.12683	0.31381
0.89	0.23496	0.16756	0.34534	0.23195	0.13755	0.10233	0.12259	0.77268	0.73516	0.17124	0.17749	0.90209	0.37371	0.24464	0.30304	0.27094	0.33341	0.34312	0.9521	0.54164	0.5123	0.18454	0.24816	0.12589	0.30643
0.895	0.22287	0.16024	0.33249	0.21826	0.12884	0.09526	0.11609	0.77094	0.73621	0.16172	0.17023	0.90287	0.36203	0.23526	0.28797	0.261	0.31878	0.33472	0.95185	0.53088	0.50014	0.18002	0.24211	0.12444	0.29891
0.9	0.21111	0.15199	0.3189	0.2052	0.12025	0.08934	0.11013	0.77144	0.73587	0.15158	0.16236	0.90337	0.35078	0.22674	0.27275	0.25059	0.30428	0.32646	0.9516	0.51992	0.48869	0.17406	0.23433	0.12323	0.29032
0.905	0.20199	0.14542	0.30661	0.19334	0.11395	0.08353	0.10373	0.77016	0.73659	0.1414	0.15549	0.90256	0.33902	0.21808	0.25865	0.24047	0.29239	0.31708	0.95109	0.50902	0.47696	0.16879	0.22696	0.12225	0.28296
0.91	0.19157	0.13857	0.29337	0.18207	0.10719	0.07872	0.09807	0.77108	0.73629	0.13317	0.14855	0.90246	0.32663	0.20901	0.24408	0.22998	0.2785	0.3075	0.95095	0.49762	0.46513	0.16426	0.22004	0.11981	0.27403
0.915	0.18235	0.13259	0.28236	0.17247	0.10135	0.07425	0.09415	0.77037	0.73568	0.12524	0.14187	0.90449	0.315	0.20042	0.23116	0.22048	0.26528	0.30031	0.94875	0.48576	0.4519	0.15835	0.21313	0.11873	0.26605
0.92	0.17418	0.12652	0.27127	0.16274	0.09589	0.06997	0.08839	0.77145	0.73647	0.11767	0.13596	0.90252	0.30402	0.19231	0.21761	0.21013	0.25173	0.2897	0.94816	0.47413	0.43786	0.1523	0.20458	0.11751	0.25696
0.925	0.16605	0.12122	0.26117	0.15421	0.09113	0.06659	0.08395	0.77086	0.73554	0.11051	0.12987	0.90187	0.29268	0.18428	0.20625	0.20092	0.24016	0.2812	0.94828	0.461	0.42511	0.14709	0.19718	0.11528	0.24838
0.93	0.15845	0.11633	0.25137	0.14643	0.08708	0.06357	0.07949	0.77118	0.73605	0.10392	0.12374	0.90166	0.28087	0.17598	0.19416	0.19256	0.22832	0.27232	0.94846	0.44929	0.41135	0.14153	0.18958	0.11352	0.23917
0.935	0.1523	0.11164	0.24296	0.13908	0.0836	0.06122	0.07513	0.77147	0.73653	0.09769	0.11771	0.9028	0.27097	0.16791	0.18369	0.18334	0.21703	0.2627	0.94735	0.4356	0.39857	0.13582	0.18224	0.1116	0.23105
0.94	0.14647	0.10777	0.23428	0.13228	0.08057	0.05876	0.07098	0.77157	0.7363	0.09267	0.11275	0.90316	0.2604	0.16059	0.17391	0.17556	0.20689	0.25333	0.94691	0.42409	0.3846	0.13136	0.175	0.10993	0.22238
0.945	0.14115	0.10387	0.22696	0.12637	0.07777	0.05671	0.06777	0.77135	0.73599	0.08819	0.10772	0.90333	0.25096	0.15398	0.16461	0.16758	0.19704	0.24543	0.94649	0.41144	0.37289	0.12608	0.16867	0.10823	0.21449
0.95	0.13623	0.10058	0.21998	0.12093	0.07541	0.05515	0.06366	0.77098	0.73539	0.08354	0.10264	0.90181	0.24176	0.1474	0.15588	0.16044	0.18809	0.23586	0.94558	0.39894	0.36073	0.12061	0.16159	0.1062	0.2057
0.955	0.13302	0.09724	0.21389	0.11647	0.07391	0.05381	0.06177	0.77057	0.73641	0.07956	0.09836	0.90312	0.23251	0.14173	0.14821	0.15381	0.17992	0.22754	0.94508	0.38762	0.34882	0.11655	0.15507	0.10448	0.19817
0.96	0.1284	0.0946	0.20802	0.11193	0.07197	0.05245	0.05841	0.77083	0.73499	0.07551	0.09429	0.90297	0.22461	0.13565	0.14051	0.14798	0.1719	0.21832	0.9446	0.37548	0.33718	0.11202	0.1492	0.10251	0.19043
0.965	0.12534	0.09241	0.20275	0.10844	0.07082	0.05141	0.0563	0.77087	0.73629	0.07249	0.0904	0.90178	0.21729	0.13097	0.13466	0.14218	0.16438	0.21255	0.94325	0.36452	0.32636	0.10795	0.14341	0.10073	0.1832
0.97	0.12236	0.09006	0.19819	0.10526	0.06972	0.0505	0.05428	0.77137	0.73514	0.06985	0.08689	0.90205	0.2099	0.12591	0.12835	0.13722	0.15808	0.20396	0.94258	0.35373	0.31543	0.10377	0.1378	0.0991	0.17606
0.975	0.12025	0.08832	0.19379	0.10232	0.06925	0.04977	0.05271	0.77103	0.73536	0.06768	0.08398	0.90318	0.2035	0.12178	0.12328	0.13304	0.1522	0.19838	0.94167	0.34387	0.30605	0.10025	0.13318	0.09699	0.17033
0.98	0.11799	0.087	0.18961	0.10029	0.06873	0.04943	0.05086	0.771	0.73566	0.06551	0.08131	0.9031	0.198	0.11818	0.11869	0.12866	0.14683	0.19169	0.94086	0.33446	0.29677	0.097	0.12836	0.09578	0.16434
0.985	0.11656	0.08596	0.18724	0.0977	0.06814	0.04893	0.04973	0.77115	0.73587	0.06414	0.07876	0.90247	0.19365	0.11493	0.11509	0.12502	0.14229	0.18614	0.94148	0.32592	0.28858	0.09385	0.12426	0.0942	0.15818
0.99	0.11558	0.08506	0.18462	0.09673	0.06874	0.04858	0.04828	0.7714	0.73651	0.06302	0.07632	0.9017	0.18832	0.11211	0.11152	0.12218	0.13884	0.18086	0.93956	0.31756	0.28073	0.09111	0.12063	0.09315	0.15329
0.995	0.1151	0.08463	0.18279	0.09555	0.06881	0.04848	0.04747	0.77096	0.73586	0.06176	0.07449	0.90201	0.1847	0.10956	0.10846	0.11974	0.13497	0.17613	0.93891	0.31099	0.27383	0.08876	0.11705	0.09145	0.1482
1	0.11509	0.08398	0.18197	0.09464	0.06922	0.0488	0.04653	0.7697	0.7349	0.06042	0.07289	0.90167	0.18133	0.10778	0.10663	0.11755	0.13242	0.17255	0.93723	0.3036	0.26748	0.08683	0.11403	0.09022	0.14459
1.005	0.11515	0.08423	0.18107	0.09451	0.07014	0.04878	0.0458	0.77003	0.73511	0.06009	0.07155	0.90209	0.17911	0.10628	0.1051	0.11567	0.12998	0.16866	0.93713	0.29946	0.26173	0.0849	0.11141	0.08928	0.14032
1.01	0.11623	0.08478	0.18166	0.09526	0.07133	0.04919	0.04558	0.77033	0.73404	0.05997	0.07077	0.90108	0.17791	0.10562	0.10401	0.11468	0.12857	0.16579	0.93652	0.29471	0.25791	0.08322	0.10938	0.08851	0.13765
1.015	0.11726	0.08567	0.18299	0.09566	0.07247	0.05007	0.04553	0.77205	0.73501	0.05969	0.06936	0.90213	0.1773	0.10503	0.10331	0.11418	0.12778	0.16358	0.9371	0.29193	0.25535	0.08208	0.10764	0.0876	0.13496
1.02	0.11937	0.08663	0.1851	0.09688	0.07432	0.0504	0.04533	0.77131	0.73506	0.06088	0.06869	0.90154	0.17731	0.10526	0.10356	0.11414	0.12769	0.16218	0.93626	0.28987	0.25254	0.08135	0.1065	0.08697	0.13328
1.025	0.12191	0.08837	0.18808	0.09835	0.07629	0.05129	0.04562	0.77109	0.73576	0.06078	0.06866	0.90248	0.17822	0.10572	0.10413	0.11486	0.12841	0.16147	0.9352	0.28846	0.25167	0.08101	0.10575	0.08652	0.1316
1.03	0.12541	0.0907	0.19186	0.10081	0.07898	0.05243	0.04574	0.7715	0.73546	0.06163	0.0683	0.90157	0.17969	0.10701	0.10552	0.11608	0.12975	0.16181	0.93559	0.28869	0.25101	0.08086	0.10579	0.08643	0.13062
1.035	0.12963	0.09329	0.19679	0.10401	0.08206	0.05348	0.04656	0.77181	0.73487	0.06372	0.06795	0.90186	0.18276	0.10855	0.10719	0.11795	0.13183	0.1627	0.93466	0.29	0.25218	0.08106	0.10579	0.08634	0.13084
1.04	0.13423	0.09617	0.20268	0.10775	0.086	0.05508	0.0468	0.7702	0.73465	0.06484	0.06804	0.90342	0.1863	0.11118	0.1102	0.11987	0.13465	0.16353	0.9345	0.29264	0.25409	0.08131	0.10701	0.08644	0.13159
1.045	0.14025	0.09982	0.2102	0.11202	0.08991	0.05689	0.04798	0.7704	0.73452	0.06662	0.06894	0.90267	0.19081	0.11441	0.11359	0.1233	0.13845	0.16522	0.93462	0.29702	0.25779	0.08235	0.1081	0.08694	0.13219
1.05	0.14689	0.10439	0.21776	0.11715	0.09527	0.05885	0.04941	0.77115	0.73562	0.06879	0.06927	0.90175	0.19688	0.11814	0.1179	0.12695	0.14329	0.16822	0.9342	0.30174	0.26183	0.08329	0.10978	0.08733	0.13387
1.055	0.1542	0.10892	0.22792	0.1234	0.10049	0.06116	0.05096	0.77137	0.73515	0.07192	0.07011	0.90219	0.20357	0.12205	0.1227	0.13175	0.14845	0.17195	0.93454	0.30809	0.26698	0.08518	0.11184	0.08789	0.13647
1.06	0.16279	0.11438	0.23858	0.13088	0.10697	0.06358	0.0525	0.77105	0.73516	0.07466	0.07163	0.90283	0.21092	0.12699	0.12847	0.13588	0.15492	0.17664	0.93513	0.31501	0.27364	0.08676	0.11488	0.08881	0.13974
1.065	0.17263	0.12044	0.2504	0.13806	0.11396	0.06672	0.05464	0.77116	0.7348	0.0786	0.07295	0.90372	0.21903	0.1324	0.13513	0.14152	0.1619	0.18183	0.93584	0.32352	0.28101	0.08916	0.11795	0.09008	0.14384
1.07	0.18198	0.12702	0.26235	0.1474	0.12241	0.07014	0.05667	0.77144	0.73544	0.08318	0.07498	0.9038	0.22892	0.13914	0.14306	0.14752	0.16995	0.18825	0.93529	0.33418	0.29031	0.09206	0.12225	0.09126	0.14825
1.075	0.1928	0.13435	0.27599	0.15749	0.13109	0.07414	0.0594	0.77165	0.73671	0.08796	0.07688	0.90253	0.23856	0.14581	0.15131	0.15509	0.1796	0.19497	0.93666	0.34439	0.29992	0.09524	0.12722	0.09323	0.15389
1.08	0.20522	0.14212	0.29152	0.16879	0.1414	0.07867	0.06211	0.7716	0.73574	0.09379	0.0798	0.90378	0.25002	0.15385	0.16085	0.16329	0.18933	0.2021	0.93774	0.35569	0.31112	0.09924	0.13261	0.09485	0.16004
1.085	0.21751	0.14986	0.30622	0.18044	0.15182	0.08388	0.06547	0.77184	0.73613	0.09999	0.0825	0.90421	0.26187	0.16106	0.1715	0.17135	0.20099	0.21048	0.93737	0.3679	0.32386	0.10346	0.1383	0.0969	0.16734
1.09	0.23127	0.15875	0.32232	0.19308	0.1642	0.08958	0.0688	0.77217	0.73663	0.107	0.08601	0.90414	0.27366	0.16989	0.18335	0.18115	0.21306	0.22013	0.93806	0.38083	0.33639	0.10829	0.1454	0.09943	0.17555
1.095	0.24514	0.16743	0.3392	0.20822	0.17666	0.09653	0.07342	0.77155	0.73628	0.1148	0.08954	0.90329	0.28627	0.17884	0.19611	0.19066	0.22583	0.22933	0.93972	0.39405	0.35028	0.1135	0.15263	0.10179	0.18421
1.1	0.25935	0.17634	0.35594	0.22303	0.1894	0.10367	0.07745	0.77181	0.73708	0.12254	0.09412	0.90519	0.29963	0.18754	0.20921	0.20114	0.23953	0.23928	0.9409	0.40853	0.36335	0.11906	0.16066	0.10406	0.1936
1.105	0.27366	0.18502	0.3732	0.23813	0.20313	0.1112	0.08284	0.77176	0.73617	0.13139	0.09825	0.90576	0.31284	0.1967	0.22283	0.2117	0.25417	0.24876	0.94186	0.4216	0.37776	0.12462	0.16867	0.10672	0.2038
1.11	0.28731	0.19361	0.39028	0.25463	0.21685	0.1195	0.08764	0.77178	0.73644	0.14077	0.10311	0.90508	0.32576	0.20586	0.23725	0.22209	0.26836	0.25983	0.9431	0.43459	0.39291	0.13068	0.17667	0.10915	0.2139
1.115	0.30195	0.20229	0.40692	0.27049	0.23103	0.12864	0.09299	0.77122	0.73574	0.15113	0.10909	0.90603	0.33879	0.21545	0.25192	0.23362	0.2835	0.27102	0.94437	0.44792	0.40756	0.13733	0.18558	0.11196	0.22452
1.12	0.31523	0.21085	0.4232	0.28673	0.24454	0.13747	0.09897	0.77152	0.73569	0.16167	0.115	0.90646	0.35078	0.22386	0.26681	0.24367	0.29829	0.28253	0.9451	0.46007	0.42102	0.14371	0.19396	0.1142	0.23549
1.125	0.32897	0.21811	0.43801	0.3026	0.25833	0.1464	0.1055	0.77153	0.7355	0.17243	0.12117	0.90643	0.36269	0.23207	0.28127	0.2548	0.3125	0.2925	0.94685	0.47213	0.43429	0.14939	0.20233	0.11668	0.24628
1.13	0.34094	0.22506	0.45329	0.31731	0.27065	0.15574	0.11133	0.77172	0.7356	0.1826	0.12756	0.90583	0.37449	0.24027	0.29569	0.26559	0.32736	0.30221	0.94712	0.48327	0.44767	0.15573	0.2101	0.11855	0.25706
1.135	0.35209	0.23179	0.46634	0.33202	0.2815	0.16519	0.11649	0.77181	0.73618	0.19317	0.13338	0.90621	0.38487	0.24832	0.30986	0.2756	0.3408	0.3113	0.94754	0.49371	0.4605	0.16142	0.21814	0.12121	0.26744
1.14	0.3629	0.23821	0.47894	0.34504	0.2931	0.17359	0.12213	0.77136	0.73637	0.20275	0.14063	0.90666	0.3953	0.25473	0.32271	0.28607	0.35405	0.32134	0.94837	0.50364	0.47172	0.167	0.22552	0.12327	0.27731
1.145	0.37264	0.24339	0.48995	0.35812	0.30308	0.18171	0.1267	0.77132	0.73717	0.21216	0.14627	0.90604	0.40426	0.26055	0.33497	0.29523	0.36552	0.32908	0.9493	0.51283	0.48349	0.17229	0.23254	0.12516	0.28722
1.15	0.38115	0.24749	0.50111	0.36911	0.31194	0.18912	0.13191	0.77214	0.73687	0.22009	0.15259	0.90713	0.41232	0.26671	0.34675	0.30294	0.37678	0.33668	0.95019	0.52098	0.49428	0.1773	0.23953	0.12678	0.29637
1.155	0.39005	0.25295	0.51048	0.37943	0.31985	0.19603	0.13585	0.77121	0.73648	0.2279	0.15871	0.90694	0.42044	0.27112	0.35729	0.31069	0.38763	0.34343	0.95117	0.52877	0.50363	0.18286	0.24545	0.12841	0.30433
1.16	0.39691	0.25554	0.51874	0.3885	0.32696	0.20215	0.13993	0.77246	0.73713	0.23554	0.16414	0.90732	0.42696	0.27663	0.36635	0.31839	0.39662	0.34941	0.95206	0.536	0.51205	0.18597	0.25103	0.12984	0.31244
1.165	0.40343	0.25966	0.52584	0.39683	0.33264	0.20777	0.14341	0.77146	0.73694	0.24156	0.1696	0.90664	0.43303	0.27978	0.37527	0.32466	0.40503	0.35558	0.95181	0.54192	0.52075	0.19056	0.2562	0.1316	0.32007
1.17	0.40865	0.26203	0.53236	0.40296	0.33794	0.21303	0.14637	0.77188	0.73652	0.24774	0.17439	0.90756	0.4388	0.28295	0.38332	0.33107	0.41273	0.3607	0.95288	0.54775	0.52809	0.19358	0.26073	0.13324	0.3265
1.175	0.41404	0.26443	0.53867	0.40938	0.34252	0.21674	0.14879	0.77196	0.73765	0.25305	0.17873	0.90619	0.44393	0.28718	0.38989	0.33623	0.41909	0.36427	0.95284	0.55275	0.53409	0.19716	0.26465	0.1339	0.3331
1.18	0.41788	0.26668	0.54339	0.41568	0.34667	0.22111	0.15126	0.7727	0.73681	0.25699	0.18316	0.90802	0.4485	0.28925	0.3967	0.34111	0.42469	0.36872	0.95402	0.55847	0.54009	0.20041	0.26862	0.13539	0.3386
1.185	0.42207	0.26902	0.54819	0.41956	0.34983	0.22451	0.15351	0.77256	0.73737	0.26077	0.18722	0.90726	0.45226	0.2909	0.40222	0.345	0.42984	0.37245	0.95439	0.56231	0.54561	0.20307	0.27219	0.13612	0.34387
1.19	0.42539	0.27027	0.55296	0.4236	0.35332	0.22701	0.1555	0.77247	0.73661	0.26417	0.19098	0.90729	0.45622	0.29312	0.4072	0.34921	0.43483	0.37522	0.9547	0.566	0.55023	0.20589	0.27546	0.13732	0.34909
1.195	0.4279	0.27182	0.55646	0.42699	0.3562	0.22932	0.15629	0.77233	0.73747	0.26714	0.19391	0.90761	0.45922	0.29612	0.41175	0.35371	0.43947	0.3784	0.95559	0.56949	0.55471	0.20835	0.27868	0.13811	0.35354
1.2	0.43115	0.27273	0.55933	0.43129	0.35859	0.23275	0.15787	0.77259	0.73715	0.26904	0.1973	0.9073	0.4623	0.29667	0.41625	0.35639	0.44254	0.38034	0.95514	0.57287	0.55945	0.2105	0.2813	0.13899	0.3583
1.205	0.43268	0.27454	0.56271	0.43338	0.36055	0.23449	0.15976	0.77196	0.73728	0.27126	0.1996	0.90773	0.46527	0.29785	0.41911	0.35918	0.4471	0.38263	0.95579	0.57607	0.56362	0.2128	0.28484	0.13979	0.36256
1.21	0.4357	0.27572	0.567	0.43655	0.36287	0.23616	0.16065	0.77377	0.73668	0.2733	0.20205	0.90838	0.46806	0.29984	0.42335	0.3622	0.44985	0.38465	0.95559	0.5787	0.56699	0.21451	0.28704	0.14069	0.36687
1.215	0.43757	0.27634	0.56968	0.43875	0.36522	0.23844	0.16189	0.77289	0.73727	0.27534	0.205	0.90758	0.46981	0.30128	0.42573	0.36414	0.45344	0.38683	0.95588	0.58173	0.57044	0.21666	0.28984	0.14136	0.37083
1.22	0.43963	0.27713	0.57131	0.441	0.36668	0.24015	0.16308	0.77391	0.73669	0.27757	0.20785	0.90855	0.47237	0.301	0.42958	0.36806	0.45668	0.38824	0.95454	0.5843	0.57302	0.21838	0.29205	0.14221	0.3747
1.225	0.44214	0.27862	0.57463	0.44261	0.36832	0.24135	0.16419	0.77264	0.73626	0.27908	0.2101	0.90773	0.47508	0.30328	0.43207	0.37011	0.45973	0.39008	0.95689	0.58734	0.57693	0.22072	0.29431	0.14305	0.37907
1.23	0.44392	0.28037	0.57767	0.44595	0.37059	0.24371	0.16456	0.77225	0.73645	0.28111	0.21164	0.90784	0.47673	0.30417	0.4346	0.37214	0.46211	0.39122	0.95659	0.58851	0.57925	0.22237	0.29626	0.14351	0.38232
1.235	0.44537	0.28068	0.58005	0.44778	0.37246	0.24454	0.16517	0.77265	0.73781	0.28188	0.21495	0.90865	0.47873	0.30469	0.43661	0.37502	0.4648	0.39292	0.95599	0.59061	0.582	0.22403	0.29882	0.14428	0.38665
1.24	0.44771	0.28149	0.58311	0.44983	0.37497	0.24596	0.16597	0.77312	0.73684	0.28447	0.21667	0.90798	0.48061	0.30596	0.43979	0.37765	0.4677	0.3942	0.95717	0.59325	0.5844	0.22568	0.30074	0.14481	0.39
1.245	0.44935	0.28221	0.58625	0.45146	0.37672	0.2483	0.16752	0.77305	0.73721	0.28621	0.21942	0.9075	0.48284	0.30692	0.44252	0.37913	0.47024	0.39678	0.95647	0.59516	0.58769	0.22722	0.30322	0.14576	0.39359
1.25	0.45144	0.28339	0.58907	0.45391	0.37943	0.2498	0.16838	0.77271	0.73706	0.28807	0.22204	0.90782	0.48479	0.30799	0.44512	0.3822	0.47312	0.39822	0.95752	0.59649	0.58974	0.22856	0.30557	0.14613	0.39796
1.255	0.4531	0.28403	0.5918	0.45607	0.38203	0.25181	0.16873	0.77273	0.73647	0.28991	0.22473	0.9072	0.48694	0.30869	0.44757	0.38434	0.47635	0.39917	0.95742	0.59941	0.59305	0.23008	0.30775	0.14711	0.40213
1.26	0.4554	0.28492	0.59391	0.45898	0.38427	0.25362	0.16997	0.77342	0.73701	0.29191	0.22764	0.90759	0.48884	0.3097	0.45071	0.38655	0.47927	0.40153	0.9581	0.60118	0.59595	0.23209	0.31063	0.14754	0.40643
1.265	0.45795	0.2856	0.59695	0.46183	0.38758	0.25593	0.17095	0.77291	0.7369	0.29355	0.2296	0.90788	0.49137	0.31053	0.4537	0.38884	0.48264	0.40303	0.95901	0.60306	0.59739	0.2333	0.3127	0.14839	0.41122
1.27	0.46025	0.28694	0.60013	0.46423	0.38971	0.25794	0.17239	0.77281	0.73698	0.29572	0.23307	0.90829	0.49291	0.31162	0.45663	0.39108	0.48588	0.40492	0.95875	0.60614	0.60042	0.23477	0.31539	0.14934	0.41567
1.275	0.46191	0.2879	0.60221	0.46667	0.39262	0.2602	0.17327	0.77221	0.73666	0.29792	0.23604	0.90751	0.49485	0.3124	0.4593	0.39345	0.4888	0.40584	0.95945	0.60742	0.60287	0.23699	0.3179	0.15012	0.41926
1.28	0.46422	0.28821	0.60575	0.46891	0.39571	0.26213	0.17472	0.77204	0.73683	0.29995	0.23827	0.90712	0.49719	0.31347	0.46253	0.39571	0.49226	0.40817	0.95922	0.60931	0.60553	0.23814	0.32026	0.15061	0.42393
