1000	0.1786	0.1976	0.19866	0.16408	0.19571	0.17674	0.1599	0.18534	0.1796	0.18522	0.14794	0.13157	0.12824	0.13792	0.12175	0.18846	0.19185	0.22046
1010	0.17782	0.1968	0.19937	0.16528	0.19762	0.17593	0.15974	0.1854	0.17993	0.18714	0.1474	0.13136	0.12952	0.1386	0.12242	0.18889	0.19349	0.22202
1020	0.17733	0.19636	0.19981	0.16614	0.19843	0.17517	0.15938	0.18625	0.18097	0.188	0.14724	0.13106	0.1307	0.1398	0.12352	0.18986	0.1943	0.22331
1030	0.17639	0.19668	0.20011	0.16702	0.19943	0.17511	0.15941	0.18677	0.18189	0.18866	0.14653	0.13073	0.13237	0.14082	0.1248	0.19076	0.1955	0.22495
1040	0.17652	0.19648	0.20054	0.16763	0.20099	0.17413	0.15942	0.18648	0.18254	0.19037	0.14607	0.13059	0.13347	0.14165	0.12543	0.19124	0.19662	0.22534
1050	0.17551	0.19672	0.20158	0.169	0.2017	0.1741	0.15927	0.18776	0.18396	0.19136	0.14612	0.13064	0.13474	0.14281	0.12652	0.19182	0.19758	0.2274
1060	0.17586	0.19653	0.20214	0.16937	0.20283	0.17375	0.15947	0.18798	0.18455	0.19322	0.14589	0.13059	0.13626	0.14362	0.12784	0.19285	0.19911	0.22856
1070	0.17551	0.19657	0.20272	0.17082	0.20449	0.17402	0.15963	0.18886	0.18551	0.19476	0.14631	0.13058	0.13714	0.14435	0.12939	0.19332	0.20054	0.22978
1080	0.17547	0.19685	0.20367	0.17174	0.20553	0.17407	0.15962	0.18939	0.18685	0.19645	0.14675	0.13081	0.13904	0.14555	0.13075	0.19518	0.20202	0.23145
1090	0.17591	0.19763	0.20456	0.17259	0.20688	0.17442	0.16065	0.19088	0.18806	0.19765	0.1465	0.13076	0.13961	0.14732	0.13187	0.19484	0.20351	0.23282
1100	0.17584	0.19812	0.20529	0.17418	0.20797	0.1748	0.16074	0.19134	0.18943	0.20007	0.14683	0.13112	0.1414	0.14838	0.13282	0.19545	0.205	0.234
1110	0.17632	0.19893	0.20639	0.17526	0.20992	0.17519	0.16103	0.19261	0.1912	0.20146	0.14696	0.13204	0.14302	0.14998	0.13454	0.19644	0.20574	0.23545
1120	0.17688	0.19951	0.20799	0.17614	0.21171	0.17558	0.16202	0.19339	0.19257	0.20351	0.14728	0.1326	0.14424	0.15109	0.13582	0.19739	0.20738	0.23771
1130	0.1772	0.20046	0.20833	0.17785	0.21294	0.17589	0.16319	0.19473	0.19426	0.2049	0.14871	0.13336	0.14585	0.15239	0.13729	0.1984	0.20911	0.23965
1140	0.17767	0.20135	0.20984	0.17946	0.21432	0.17675	0.16439	0.19586	0.19585	0.20699	0.14905	0.13361	0.14741	0.1537	0.13899	0.1994	0.21051	0.24137
1150	0.17889	0.20212	0.21096	0.18062	0.21581	0.17828	0.165	0.19719	0.1969	0.20955	0.15011	0.13454	0.14912	0.15564	0.14049	0.20022	0.21253	0.24315
1160	0.17993	0.20295	0.21275	0.18219	0.21768	0.17879	0.16564	0.19823	0.19892	0.21105	0.15062	0.13531	0.15103	0.15691	0.14211	0.20093	0.21431	0.24535
1170	0.18088	0.20474	0.21378	0.18366	0.21907	0.1798	0.16704	0.20006	0.2011	0.21318	0.15156	0.13625	0.15259	0.15882	0.14382	0.2022	0.21561	0.24734
1180	0.18237	0.2055	0.21565	0.18534	0.2213	0.18142	0.16814	0.20164	0.2025	0.21563	0.15273	0.13734	0.15446	0.16036	0.14486	0.20231	0.21788	0.24967
1190	0.1833	0.20736	0.21791	0.1873	0.22287	0.18276	0.16999	0.20351	0.20485	0.21821	0.15372	0.13856	0.15649	0.16168	0.14683	0.20408	0.21958	0.25226
1200	0.18468	0.2088	0.2191	0.18905	0.22509	0.1838	0.17145	0.20487	0.20677	0.22052	0.15514	0.13977	0.1582	0.16371	0.14875	0.20501	0.22163	0.25456
1210	0.18659	0.20998	0.22084	0.19095	0.2268	0.18531	0.17235	0.20668	0.20866	0.22303	0.15668	0.1412	0.16028	0.16558	0.15033	0.2062	0.22331	0.25716
1220	0.18804	0.21178	0.22299	0.19242	0.22862	0.18755	0.1744	0.20889	0.21094	0.2255	0.15793	0.14201	0.16207	0.16746	0.15225	0.20766	0.22516	0.25934
1230	0.18942	0.21383	0.22492	0.19486	0.23088	0.18866	0.17609	0.21125	0.21362	0.22804	0.15892	0.14356	0.16395	0.16936	0.15394	0.20826	0.22763	0.26145
1240	0.19153	0.21575	0.22696	0.19642	0.23322	0.19063	0.17777	0.21312	0.21597	0.23054	0.16135	0.14509	0.16626	0.17136	0.15595	0.20905	0.22981	0.26426
1250	0.19361	0.21758	0.22924	0.19917	0.23481	0.19249	0.18014	0.21537	0.21809	0.23333	0.16227	0.14687	0.16775	0.17345	0.15771	0.21043	0.23183	0.26755
