RELAB ID	DL-CMP-023	DL-CMP-028	DL-CMP-024	DL-CMP-020	DL-CMP-021	DL-CMP-061	DL-CMP-022	DL-CMP-003	DL-CMP-026	DL-CMP-004	DL-CMP-025	DL-CMP-001	DL-CMP-064	DL-CMP-065	DL-CMP-002	DL-CMP-027
Wavelength (um)	023 - En30 Fs70	028 - En25 Fs75	024 - En17 Fs83	020 - En17 Fs83	021 - En8 Fs92	061 - Fs100	022 - En75 Fs25	003 - En75 Fs25	026 - En70 Fs30	004 - En50 Fs50	025 - En35 Fs65	001 - En100	064 - En97.5Fs2.5	065 - En90 Fs10	002 - En80 Fs20	027 - En80 Fs20
1.035	0.1185	0.12421	0.16172	0.15598	0.15847	0.10093	0.59393	0.57471	0.52939	0.33925	0.26613	0.72255	0.71243	0.70257	0.49862	0.53328
1.04	0.12843	0.13348	0.17256	0.1666	0.16811	0.10807	0.60677	0.58973	0.54569	0.35655	0.2794	0.72246	0.7188	0.71175	0.51537	0.54976
1.045	0.13826	0.14376	0.18392	0.17523	0.17837	0.11563	0.61841	0.60489	0.56036	0.37295	0.29269	0.72479	0.72421	0.71902	0.533	0.56573
1.05	0.14814	0.15291	0.1957	0.18607	0.18756	0.12364	0.62979	0.61706	0.57505	0.38987	0.30585	0.72523	0.72969	0.72659	0.54726	0.58001
1.055	0.15842	0.1629	0.20737	0.19774	0.1974	0.13168	0.63956	0.62915	0.58815	0.40485	0.31837	0.72683	0.73406	0.73207	0.56141	0.59327
1.06	0.16965	0.17282	0.21845	0.2081	0.20793	0.13963	0.64833	0.64089	0.59951	0.41907	0.3292	0.72781	0.73757	0.73746	0.57458	0.60551
1.065	0.17919	0.18288	0.22956	0.21875	0.21712	0.1478	0.65635	0.64998	0.61083	0.43254	0.34078	0.72766	0.74137	0.74223	0.58615	0.61679
1.07	0.18884	0.19092	0.2398	0.22862	0.22684	0.15573	0.66262	0.65824	0.62039	0.44391	0.35106	0.72938	0.74385	0.7464	0.59572	0.62612
1.075	0.19814	0.20018	0.24972	0.23772	0.23566	0.1628	0.66897	0.66573	0.62807	0.45568	0.36011	0.73016	0.74647	0.75043	0.60568	0.63487
1.08	0.2057	0.20885	0.25885	0.24619	0.24347	0.17047	0.67439	0.67158	0.63624	0.46548	0.3683	0.73152	0.74889	0.75304	0.61329	0.64302
1.085	0.21327	0.2165	0.26754	0.25469	0.25086	0.17708	0.67806	0.67834	0.6424	0.47349	0.37596	0.73183	0.75021	0.75492	0.62013	0.64918
1.09	0.22112	0.22268	0.27439	0.26198	0.25751	0.18318	0.68218	0.68309	0.64776	0.48063	0.38246	0.73237	0.75232	0.75719	0.62635	0.65453
1.095	0.22707	0.22927	0.28137	0.26885	0.26362	0.18865	0.68543	0.68675	0.65257	0.48717	0.38818	0.73368	0.75411	0.75952	0.63224	0.65969
1.1	0.2316	0.23376	0.2871	0.274	0.26912	0.19333	0.68825	0.69074	0.65661	0.49318	0.39235	0.73432	0.75548	0.76113	0.63607	0.66333
1.105	0.23607	0.23821	0.29191	0.27865	0.27334	0.19725	0.69021	0.69225	0.65987	0.49647	0.39702	0.73444	0.75655	0.76238	0.64024	0.66703
1.11	0.24008	0.24159	0.2962	0.28221	0.27719	0.20088	0.69254	0.69603	0.66351	0.50124	0.40072	0.73637	0.75738	0.76398	0.643	0.67084
1.115	0.24292	0.24435	0.2991	0.28552	0.28005	0.20413	0.69375	0.69839	0.66565	0.50391	0.40371	0.73664	0.75906	0.76442	0.64604	0.67256
1.12	0.24556	0.24603	0.30184	0.28858	0.28299	0.20642	0.69579	0.70144	0.66787	0.50647	0.40569	0.73662	0.76076	0.76575	0.64884	0.67518
1.125	0.24774	0.24794	0.30464	0.28999	0.28528	0.20845	0.69722	0.70202	0.66947	0.50852	0.4081	0.73785	0.76222	0.76751	0.65058	0.67659
1.13	0.24907	0.2488	0.30591	0.29222	0.28707	0.20998	0.69788	0.70316	0.67103	0.51049	0.41024	0.73877	0.76276	0.7681	0.65265	0.6785
1.135	0.25011	0.25076	0.30726	0.293	0.28842	0.21084	0.69885	0.70319	0.6723	0.51076	0.41193	0.73873	0.76393	0.76865	0.65427	0.68062
1.14	0.25127	0.25003	0.30841	0.29453	0.28964	0.21137	0.69988	0.70469	0.6736	0.51238	0.41304	0.73938	0.76439	0.7694	0.65589	0.68245
1.145	0.25225	0.25129	0.30943	0.29473	0.28999	0.21287	0.7013	0.70774	0.6742	0.51315	0.41411	0.74056	0.76556	0.77035	0.65724	0.68316
1.15	0.25303	0.25132	0.31011	0.29516	0.29096	0.21357	0.70153	0.70813	0.67645	0.51445	0.41525	0.74154	0.76662	0.77095	0.65961	0.68478
1.155	0.25339	0.2522	0.31053	0.29655	0.29185	0.2138	0.7022	0.70885	0.67726	0.51561	0.41641	0.74182	0.76701	0.77179	0.66089	0.68697
1.16	0.25427	0.25193	0.31075	0.29702	0.29186	0.21415	0.70343	0.70847	0.67843	0.51597	0.41716	0.74353	0.76821	0.77258	0.66334	0.68795
1.165	0.25463	0.25218	0.31159	0.29671	0.29232	0.21461	0.70429	0.71006	0.67995	0.51771	0.419	0.74322	0.76905	0.774	0.66489	0.68966
1.17	0.25443	0.2518	0.31182	0.29782	0.29342	0.21518	0.70559	0.71202	0.68102	0.51815	0.41962	0.74321	0.77014	0.77492	0.66624	0.69166
1.175	0.25564	0.25143	0.31233	0.29875	0.29393	0.21535	0.70686	0.71417	0.6828	0.51952	0.42084	0.74393	0.77068	0.77546	0.66772	0.69384
1.18	0.25641	0.25214	0.31279	0.29909	0.29454	0.21594	0.70753	0.71595	0.68411	0.52069	0.42167	0.7442	0.77184	0.77673	0.6708	0.69594
1.185	0.2575	0.25299	0.31386	0.2998	0.29526	0.21617	0.70904	0.71611	0.68523	0.52228	0.4231	0.74531	0.7735	0.77769	0.67217	0.69672
1.19	0.25898	0.25362	0.31468	0.30026	0.29606	0.2163	0.71043	0.71785	0.68729	0.5241	0.42479	0.74593	0.77489	0.77816	0.67517	0.69994
1.195	0.26034	0.25417	0.31488	0.30094	0.29736	0.21729	0.71143	0.72069	0.68843	0.52555	0.42628	0.7462	0.77494	0.77968	0.67745	0.7013
1.2	0.26145	0.25513	0.31624	0.30184	0.29789	0.2183	0.71304	0.72283	0.69032	0.52756	0.42795	0.74651	0.7758	0.7808	0.68005	0.70411
1.205	0.26322	0.25664	0.3178	0.30371	0.29909	0.2186	0.71446	0.72355	0.69296	0.52945	0.43015	0.74776	0.77705	0.78193	0.68192	0.70669
1.21	0.26472	0.25905	0.31892	0.30482	0.30053	0.21969	0.71558	0.72718	0.6944	0.53227	0.43169	0.74901	0.77765	0.78292	0.68493	0.70929
1.215	0.26644	0.26129	0.32096	0.30664	0.30216	0.2206	0.71773	0.72807	0.69703	0.53412	0.43412	0.7488	0.77908	0.78435	0.68781	0.71204
1.22	0.26912	0.2612	0.32203	0.30817	0.30349	0.22195	0.71951	0.72989	0.69961	0.53689	0.43557	0.74958	0.78033	0.7848	0.69173	0.71446
1.225	0.27108	0.26342	0.32318	0.31008	0.30484	0.22334	0.72137	0.73202	0.70183	0.5399	0.43842	0.74967	0.7817	0.78594	0.69397	0.71695
1.23	0.27398	0.26539	0.32518	0.3121	0.3065	0.22437	0.72278	0.73481	0.70356	0.54293	0.44027	0.75103	0.7817	0.78669	0.69664	0.71929
1.235	0.27635	0.26822	0.32749	0.31429	0.30873	0.22641	0.72432	0.73742	0.70657	0.54503	0.44284	0.75109	0.78298	0.78781	0.69922	0.72265
1.24	0.28038	0.27015	0.33052	0.31673	0.31018	0.22804	0.72615	0.73957	0.70893	0.54873	0.44601	0.75039	0.78381	0.78895	0.70315	0.72557
1.245	0.28347	0.2731	0.33286	0.31985	0.31302	0.22955	0.72791	0.74185	0.71124	0.552	0.44826	0.75083	0.78473	0.78954	0.70584	0.72801
1.25	0.28595	0.27587	0.33553	0.32216	0.31493	0.2315	0.7297	0.7432	0.71443	0.55599	0.45161	0.75232	0.78548	0.79054	0.7086	0.7314
1.255	0.28924	0.27915	0.33868	0.32486	0.31786	0.23379	0.7316	0.74753	0.71724	0.55951	0.45432	0.75295	0.78579	0.79099	0.71208	0.73424
1.26	0.29374	0.28171	0.34169	0.32814	0.32097	0.23618	0.73354	0.74939	0.72005	0.56335	0.45767	0.75309	0.7871	0.79223	0.71509	0.73682
1.265	0.29735	0.28642	0.34486	0.33178	0.32422	0.23859	0.7355	0.7513	0.72266	0.56713	0.46103	0.75387	0.78819	0.79354	0.71891	0.73956
1.27	0.30093	0.28955	0.34827	0.3352	0.32723	0.24105	0.7373	0.7535	0.7251	0.57067	0.4642	0.75395	0.78887	0.79444	0.72119	0.74257
1.275	0.30479	0.29311	0.35208	0.3385	0.33005	0.24361	0.7387	0.75609	0.72786	0.57369	0.4672	0.75382	0.78954	0.79479	0.72379	0.74571
1.28	0.30968	0.29765	0.35536	0.34301	0.33399	0.24644	0.74013	0.75785	0.72998	0.57818	0.47077	0.75533	0.79011	0.79547	0.7271	0.74758
1.285	0.31465	0.30159	0.35963	0.34686	0.33807	0.24946	0.74253	0.75933	0.73299	0.58192	0.47463	0.75454	0.78975	0.79539	0.73014	0.75023
1.29	0.31923	0.30566	0.36369	0.35149	0.34143	0.2528	0.74403	0.76178	0.73566	0.58676	0.47831	0.75575	0.79073	0.79697	0.73237	0.7528
1.295	0.32356	0.31032	0.36855	0.35615	0.34579	0.25552	0.74533	0.76526	0.73842	0.59076	0.48225	0.75662	0.7915	0.79684	0.73511	0.75571
1.3	0.32851	0.31556	0.37262	0.36043	0.34936	0.25908	0.74666	0.76689	0.74128	0.59477	0.48604	0.75665	0.79159	0.79759	0.73782	0.75766
1.305	0.33367	0.31981	0.37751	0.36533	0.3541	0.26242	0.74796	0.77001	0.74335	0.59856	0.48959	0.75719	0.79189	0.79816	0.74015	0.7597
1.31	0.33967	0.32555	0.38195	0.37084	0.35841	0.26639	0.74995	0.77113	0.74537	0.60269	0.49297	0.75784	0.79207	0.7982	0.74181	0.76152
1.315	0.34484	0.33065	0.38651	0.37498	0.36294	0.26988	0.75062	0.77137	0.74732	0.60674	0.49714	0.7579	0.79264	0.79855	0.74322	0.76373
1.32	0.35126	0.33596	0.39174	0.38007	0.3673	0.27399	0.75195	0.77362	0.74988	0.61154	0.50089	0.75879	0.79299	0.79876	0.7458	0.76467
1.325	0.3569	0.34062	0.39635	0.38616	0.37242	0.27802	0.75357	0.77524	0.75204	0.61572	0.50476	0.75938	0.79205	0.79884	0.74738	0.76609
1.33	0.36165	0.34669	0.40138	0.39117	0.37694	0.28204	0.75388	0.77674	0.75374	0.6197	0.50941	0.76039	0.79284	0.79856	0.748	0.76691
1.335	0.36713	0.35252	0.40706	0.39635	0.38129	0.28601	0.75481	0.77783	0.75568	0.62325	0.51347	0.76006	0.79269	0.7986	0.74921	0.76807
1.34	0.37308	0.35766	0.41209	0.40195	0.38641	0.2904	0.75587	0.77898	0.75677	0.62749	0.51704	0.76024	0.79321	0.79893	0.7493	0.76878
1.345	0.37858	0.36407	0.41697	0.40761	0.3911	0.29467	0.75598	0.77926	0.75692	0.63077	0.52043	0.76061	0.79352	0.7977	0.75045	0.768
1.35	0.38399	0.36875	0.42184	0.41299	0.39589	0.29805	0.75564	0.78001	0.75874	0.63371	0.52423	0.76156	0.79411	0.79719	0.74958	0.76847
1.355	0.389	0.37438	0.4263	0.41767	0.40012	0.30078	0.75527	0.7794	0.75836	0.63675	0.52759	0.76038	0.79456	0.79598	0.74847	0.76645
1.36	0.39426	0.37993	0.43132	0.4224	0.40454	0.30516	0.7546	0.77898	0.75919	0.63929	0.53105	0.76097	0.79503	0.79381	0.74708	0.76657
1.365	0.40029	0.3858	0.43782	0.4293	0.41139	0.30959	0.75599	0.77873	0.76046	0.64202	0.5352	0.7616	0.79472	0.79502	0.74841	0.76714
1.37	0.40587	0.3918	0.44241	0.43496	0.41587	0.31416	0.75584	0.77937	0.76045	0.6456	0.53793	0.76269	0.7943	0.79452	0.74688	0.76547
1.375	0.4115	0.3975	0.44839	0.44095	0.42138	0.32003	0.75547	0.77936	0.76	0.6478	0.54147	0.76202	0.79319	0.79271	0.74554	0.76421
1.38	0.41678	0.40229	0.45324	0.44471	0.42542	0.32373	0.75443	0.77796	0.7589	0.65018	0.54453	0.76181	0.79122	0.79023	0.74266	0.76191
1.385	0.42347	0.40828	0.45951	0.45344	0.43303	0.32779	0.75564	0.77829	0.76074	0.65201	0.54909	0.76347	0.79031	0.79252	0.7436	0.76222
1.39	0.42785	0.41456	0.46416	0.45806	0.43768	0.33367	0.75486	0.7776	0.75924	0.65461	0.55203	0.76378	0.78974	0.7906	0.74045	0.75915
1.395	0.4315	0.4189	0.4688	0.46134	0.44096	0.33692	0.75245	0.77629	0.75708	0.65535	0.55464	0.76291	0.78742	0.78919	0.7366	0.75562
1.4	0.43657	0.42346	0.47348	0.46643	0.44555	0.34138	0.75091	0.77316	0.756	0.6564	0.55655	0.76287	0.78503	0.78719	0.73241	0.75282
1.405	0.44083	0.42894	0.4781	0.47111	0.45064	0.34676	0.75002	0.77159	0.75399	0.65766	0.55964	0.76342	0.78386	0.78575	0.7303	0.7497
1.41	0.44552	0.43466	0.48337	0.47793	0.45673	0.35231	0.74989	0.77057	0.75288	0.65873	0.56268	0.76416	0.78219	0.78525	0.72773	0.74809
1.415	0.44951	0.43896	0.4882	0.4831	0.46106	0.35667	0.74868	0.76943	0.75157	0.65897	0.56444	0.7641	0.78079	0.7831	0.72385	0.7443
1.42	0.4533	0.44378	0.49269	0.48769	0.46542	0.36109	0.74716	0.76681	0.74988	0.65948	0.5665	0.76471	0.7783	0.78105	0.72059	0.74159
1.425	0.45626	0.44831	0.4971	0.49135	0.47011	0.3661	0.74539	0.76336	0.74776	0.65939	0.56893	0.76496	0.77704	0.77933	0.71713	0.73788
1.43	0.45956	0.45098	0.5008	0.4955	0.47449	0.36988	0.74351	0.76168	0.74515	0.65788	0.5701	0.76492	0.77619	0.77708	0.71326	0.73417
1.435	0.46205	0.45355	0.50514	0.50068	0.47911	0.37398	0.74168	0.75951	0.74268	0.65713	0.57171	0.76638	0.77478	0.77606	0.70904	0.73068
1.44	0.46493	0.45685	0.50808	0.50434	0.48326	0.37796	0.74034	0.75666	0.73984	0.65644	0.57271	0.76665	0.77337	0.77353	0.70481	0.72632
1.445	0.46633	0.45917	0.51158	0.50751	0.48697	0.3813	0.73753	0.75198	0.73684	0.65423	0.57414	0.76677	0.772	0.7708	0.69983	0.72234
1.45	0.46824	0.46111	0.51446	0.51044	0.49051	0.38533	0.73512	0.74929	0.73331	0.65278	0.57465	0.76704	0.77044	0.76988	0.69451	0.71743
1.455	0.46903	0.46318	0.51787	0.51352	0.49383	0.38873	0.73229	0.74739	0.72952	0.65018	0.57531	0.76699	0.76762	0.76755	0.68993	0.71297
1.46	0.46979	0.46533	0.51983	0.51586	0.4973	0.39255	0.73016	0.74271	0.72582	0.64837	0.5752	0.76788	0.76602	0.76466	0.6855	0.70812
1.465	0.46984	0.46762	0.52199	0.51837	0.49985	0.39554	0.72741	0.73815	0.72274	0.64507	0.57501	0.76827	0.76462	0.76213	0.67989	0.70326
1.47	0.47019	0.46698	0.52389	0.52012	0.50228	0.39798	0.72502	0.73488	0.71901	0.64164	0.57533	0.76834	0.76354	0.75984	0.67529	0.69837
1.475	0.46955	0.46694	0.52548	0.52138	0.50573	0.40131	0.722	0.7323	0.71507	0.63865	0.57496	0.76845	0.76084	0.75776	0.66986	0.69419
1.48	0.46734	0.46627	0.52662	0.52235	0.50787	0.40332	0.71878	0.72835	0.71026	0.63497	0.57434	0.76897	0.75895	0.75528	0.66361	0.6881
1.485	0.46553	0.46491	0.52705	0.52375	0.50979	0.40576	0.7156	0.72241	0.70676	0.63074	0.57326	0.76919	0.7561	0.75259	0.65801	0.68311
1.49	0.46453	0.46461	0.52821	0.52449	0.51132	0.40766	0.71277	0.71842	0.7023	0.62692	0.5726	0.76975	0.75404	0.75012	0.65204	0.67822
1.495	0.46216	0.46311	0.52823	0.52356	0.51277	0.40977	0.70953	0.71651	0.69748	0.62248	0.57133	0.77022	0.75225	0.74639	0.64702	0.67259
1.5	0.45996	0.46085	0.52825	0.52298	0.51401	0.41074	0.7061	0.71148	0.69293	0.61828	0.57014	0.77066	0.74936	0.74414	0.64168	0.66717
1.505	0.45689	0.45912	0.52815	0.52306	0.5149	0.41207	0.70267	0.7059	0.68833	0.61394	0.56777	0.77071	0.74756	0.74161	0.63537	0.66208
1.51	0.45267	0.45492	0.52719	0.52224	0.51592	0.41338	0.69948	0.70239	0.68414	0.60899	0.56515	0.77106	0.74511	0.73844	0.62966	0.65591
1.515	0.44902	0.45189	0.52566	0.52038	0.51605	0.41385	0.69581	0.69872	0.6792	0.60453	0.56327	0.77155	0.74301	0.73641	0.62417	0.65042
1.52	0.44542	0.44874	0.52452	0.51905	0.51602	0.41429	0.69203	0.69494	0.67482	0.59886	0.56092	0.77201	0.73996	0.7329	0.61852	0.64542
1.525	0.44133	0.44564	0.52214	0.51701	0.51592	0.41434	0.68826	0.68792	0.66948	0.59411	0.55828	0.77223	0.73833	0.72994	0.61219	0.63928
1.53	0.43644	0.4408	0.51977	0.51463	0.5154	0.41448	0.68507	0.68336	0.66449	0.58836	0.55493	0.77227	0.7355	0.72712	0.60541	0.63393
1.535	0.43124	0.43662	0.5176	0.51129	0.51389	0.41399	0.68174	0.67964	0.65951	0.58363	0.55313	0.77222	0.7333	0.72385	0.59912	0.62826
1.54	0.42626	0.43261	0.51514	0.5083	0.5125	0.41321	0.67779	0.67453	0.65441	0.57764	0.54957	0.77267	0.72995	0.7207	0.59452	0.62282
1.545	0.42141	0.42757	0.51222	0.50551	0.51154	0.4125	0.67326	0.66959	0.64962	0.57181	0.54571	0.77262	0.72822	0.71789	0.58885	0.61714
1.55	0.41545	0.42315	0.50868	0.5017	0.51031	0.41142	0.6701	0.66543	0.64436	0.56608	0.54276	0.77311	0.72576	0.71418	0.58293	0.61174
1.555	0.40943	0.41807	0.50571	0.49757	0.50824	0.41019	0.66579	0.65945	0.63934	0.56091	0.53901	0.77378	0.7225	0.71167	0.57582	0.60586
1.56	0.40476	0.41301	0.50169	0.49367	0.50627	0.40871	0.66178	0.6553	0.63332	0.55491	0.53509	0.77379	0.71945	0.70878	0.57073	0.60022
1.565	0.39959	0.40736	0.49784	0.48911	0.50346	0.40668	0.65776	0.65118	0.62858	0.54881	0.53156	0.77534	0.71686	0.70436	0.56497	0.59441
1.57	0.39295	0.40131	0.49289	0.48503	0.50092	0.4046	0.65356	0.64637	0.62363	0.54268	0.52703	0.77484	0.71416	0.70195	0.55917	0.58893
1.575	0.38618	0.39512	0.48891	0.47943	0.49767	0.40245	0.64937	0.63931	0.61804	0.53672	0.52277	0.77493	0.71194	0.69923	0.55298	0.58312
1.58	0.38078	0.38901	0.485	0.47429	0.4942	0.39998	0.64545	0.63503	0.61254	0.53077	0.51878	0.77481	0.70929	0.69561	0.54718	0.57761
1.585	0.37446	0.38284	0.47957	0.46986	0.4909	0.3968	0.64067	0.6315	0.60711	0.52422	0.51445	0.77494	0.70639	0.69233	0.5417	0.57203
1.59	0.36808	0.37569	0.47502	0.46433	0.48737	0.39437	0.63716	0.6262	0.60241	0.51861	0.51013	0.77483	0.70369	0.68903	0.53655	0.56641
1.595	0.36178	0.3698	0.47025	0.45805	0.48333	0.3916	0.63302	0.61991	0.59701	0.5125	0.50554	0.7759	0.70119	0.68615	0.53016	0.56087
1.6	0.35533	0.36367	0.46554	0.45262	0.47979	0.38818	0.62854	0.61524	0.59243	0.50696	0.50075	0.77588	0.69825	0.68256	0.52503	0.55574
1.605	0.34941	0.35742	0.45978	0.44761	0.47498	0.38542	0.62413	0.61168	0.58733	0.50018	0.49619	0.77594	0.69586	0.67964	0.51886	0.55027
1.61	0.34404	0.35086	0.45409	0.44216	0.47122	0.38124	0.6203	0.60728	0.58187	0.49438	0.4919	0.77644	0.69342	0.67714	0.51405	0.54492
1.615	0.33742	0.34455	0.44961	0.43629	0.46731	0.3779	0.61597	0.6024	0.5769	0.48814	0.48667	0.77662	0.69094	0.67372	0.50951	0.5398
1.62	0.33144	0.33782	0.44419	0.43041	0.46252	0.37451	0.6122	0.59765	0.57177	0.48265	0.48223	0.77668	0.68875	0.67043	0.5034	0.53438
1.625	0.32514	0.33102	0.43837	0.42423	0.4586	0.37015	0.60784	0.59366	0.56658	0.47643	0.47732	0.77709	0.68551	0.66618	0.49795	0.52911
1.63	0.31851	0.32538	0.43276	0.41789	0.45285	0.36639	0.60272	0.58933	0.56085	0.47094	0.47241	0.77676	0.68254	0.66326	0.49283	0.52337
1.635	0.31221	0.31921	0.42694	0.41222	0.44831	0.36229	0.59912	0.58421	0.5558	0.46469	0.46782	0.77679	0.6799	0.66034	0.48753	0.5181
1.64	0.30605	0.31242	0.42103	0.40688	0.44371	0.35789	0.59536	0.57964	0.55173	0.45892	0.46272	0.77642	0.67756	0.65794	0.48252	0.51352
1.645	0.30022	0.30756	0.41569	0.40083	0.43893	0.35438	0.59092	0.57399	0.54582	0.45353	0.45802	0.77724	0.67486	0.65405	0.47664	0.50919
1.65	0.2943	0.3016	0.41046	0.3949	0.434	0.35045	0.58718	0.57057	0.54196	0.44769	0.45354	0.77788	0.67269	0.65149	0.47307	0.50423
1.655	0.28831	0.29475	0.40487	0.38922	0.42912	0.34551	0.58335	0.56559	0.53714	0.44201	0.44883	0.77726	0.67068	0.64901	0.46806	0.49919
1.66	0.28388	0.28966	0.39916	0.38304	0.42472	0.34123	0.58	0.56034	0.53187	0.43633	0.4436	0.7773	0.66835	0.64597	0.463	0.49488
1.665	0.27797	0.28346	0.39353	0.37735	0.41891	0.33803	0.57539	0.55622	0.5272	0.43067	0.43815	0.77741	0.66682	0.64267	0.45888	0.49072
1.67	0.27268	0.27796	0.38718	0.37209	0.41368	0.33313	0.5716	0.55294	0.52238	0.42522	0.43386	0.77793	0.6649	0.64069	0.4544	0.48522
1.675	0.26713	0.27235	0.38233	0.36561	0.40849	0.32906	0.56767	0.54919	0.51841	0.41992	0.42974	0.7778	0.66275	0.63741	0.44916	0.48177
1.68	0.26223	0.26737	0.37719	0.35946	0.40398	0.3249	0.56378	0.5462	0.51388	0.41483	0.42478	0.77907	0.66024	0.63445	0.44525	0.47748
1.685	0.257	0.26233	0.37173	0.35474	0.39846	0.32023	0.56015	0.54066	0.50981	0.40931	0.41961	0.77974	0.65844	0.63226	0.44139	0.47342
1.69	0.25146	0.25729	0.36648	0.34933	0.39346	0.31502	0.55645	0.53671	0.50508	0.40478	0.41557	0.77821	0.65643	0.62973	0.43788	0.46939
1.695	0.246	0.25204	0.36081	0.34325	0.38803	0.31128	0.55347	0.53265	0.50135	0.39908	0.41104	0.77879	0.6546	0.62714	0.4328	0.46462
1.7	0.24251	0.24893	0.35738	0.33911	0.38497	0.30808	0.55093	0.52996	0.49812	0.39513	0.40716	0.78036	0.65369	0.62592	0.43041	0.46167
1.705	0.23662	0.24219	0.35052	0.33238	0.37865	0.30256	0.54633	0.52549	0.4928	0.38883	0.40184	0.77954	0.6511	0.62298	0.42503	0.45679
1.71	0.2318	0.23634	0.34573	0.32724	0.37371	0.29829	0.54308	0.5226	0.48914	0.38438	0.39763	0.77963	0.64934	0.62018	0.4221	0.45358
1.715	0.22739	0.23241	0.34036	0.32214	0.36884	0.29413	0.53994	0.5179	0.48564	0.37974	0.39303	0.77942	0.64784	0.61835	0.41812	0.44955
1.72	0.22248	0.22781	0.33518	0.3166	0.36389	0.2898	0.5363	0.51375	0.48111	0.37527	0.38807	0.77931	0.64589	0.61566	0.41474	0.44617
1.725	0.21815	0.22346	0.3305	0.3122	0.35941	0.28559	0.53311	0.51084	0.47788	0.3711	0.38392	0.77998	0.64508	0.61446	0.41109	0.44281
1.73	0.21465	0.21902	0.32509	0.30679	0.3547	0.28114	0.53018	0.50779	0.474	0.36588	0.37949	0.77911	0.6427	0.61206	0.4083	0.4394
1.735	0.21	0.21445	0.3198	0.30135	0.34943	0.27649	0.52635	0.5047	0.46954	0.36127	0.37506	0.77975	0.64128	0.60973	0.40457	0.43568
1.74	0.20616	0.2106	0.31508	0.29676	0.34499	0.27229	0.52405	0.50134	0.46614	0.35753	0.37071	0.77969	0.64014	0.60741	0.40149	0.43262
1.745	0.20187	0.20592	0.31031	0.29226	0.34006	0.26837	0.52033	0.497	0.46287	0.35273	0.36634	0.77897	0.63859	0.6057	0.39794	0.42977
1.75	0.19798	0.20059	0.3059	0.28778	0.33562	0.26434	0.51825	0.4945	0.45945	0.34901	0.36214	0.77919	0.63727	0.60448	0.39515	0.4265
1.755	0.19452	0.19756	0.30097	0.28311	0.33109	0.26	0.51514	0.49122	0.45602	0.34481	0.35874	0.77964	0.63645	0.60337	0.39275	0.42431
1.76	0.1911	0.19219	0.29662	0.27866	0.32694	0.25611	0.51306	0.48874	0.45287	0.34084	0.35488	0.77997	0.63601	0.60108	0.39062	0.42142
1.765	0.18714	0.18776	0.29207	0.27408	0.32197	0.25181	0.50953	0.48479	0.44923	0.33605	0.35053	0.7788	0.63369	0.59924	0.38714	0.41838
1.77	0.18344	0.18522	0.28778	0.26958	0.31774	0.24838	0.50755	0.48255	0.44711	0.33297	0.34672	0.78006	0.63354	0.59859	0.38458	0.41582
1.775	0.1801	0.18211	0.28369	0.266	0.31292	0.24472	0.50491	0.48086	0.44442	0.32929	0.34302	0.77984	0.63308	0.59699	0.38295	0.4137
1.78	0.17722	0.1781	0.27929	0.26149	0.30923	0.24106	0.50268	0.47788	0.44101	0.32562	0.33937	0.77883	0.63201	0.59536	0.38045	0.41156
1.785	0.17437	0.17515	0.27565	0.25767	0.30508	0.23785	0.50066	0.47635	0.43862	0.32254	0.33581	0.77983	0.6321	0.59494	0.37845	0.40961
1.79	0.17134	0.17223	0.27168	0.25384	0.30134	0.23401	0.4993	0.47398	0.43657	0.31924	0.33282	0.78026	0.63081	0.59451	0.37689	0.40757
1.795	0.16829	0.16905	0.26755	0.24966	0.29732	0.22945	0.49634	0.47178	0.43353	0.31547	0.32873	0.77959	0.63063	0.59303	0.374	0.40554
1.8	0.16499	0.16609	0.26401	0.24594	0.29325	0.22693	0.49456	0.46978	0.43155	0.31208	0.32556	0.78011	0.63088	0.59177	0.37223	0.40366
1.805	0.16224	0.16306	0.26013	0.24264	0.28943	0.22314	0.49245	0.46831	0.42866	0.30931	0.32214	0.77993	0.63072	0.59167	0.37069	0.40224
1.81	0.15945	0.15876	0.25669	0.2389	0.28514	0.21957	0.49032	0.46606	0.42659	0.30576	0.31846	0.77996	0.63055	0.59109	0.36938	0.40009
1.815	0.1569	0.156	0.25238	0.2351	0.28133	0.21697	0.48864	0.46474	0.42402	0.30311	0.31572	0.77909	0.63043	0.58935	0.36812	0.39864
1.82	0.15377	0.15318	0.24907	0.23144	0.27771	0.21382	0.48702	0.46318	0.42232	0.30017	0.3128	0.77891	0.63004	0.5894	0.36679	0.39725
1.825	0.1512	0.15079	0.24623	0.22894	0.27444	0.21042	0.48588	0.46122	0.42037	0.29738	0.30917	0.7795	0.63029	0.58969	0.36529	0.39617
1.83	0.14932	0.14934	0.24255	0.22516	0.27042	0.20681	0.48446	0.46033	0.4188	0.29531	0.3066	0.77899	0.63131	0.58847	0.36394	0.39533
1.835	0.1464	0.14672	0.23906	0.22228	0.26697	0.20457	0.48334	0.45827	0.4173	0.29285	0.30413	0.7797	0.63203	0.58841	0.36315	0.39443
1.84	0.1447	0.14453	0.23678	0.21975	0.26431	0.20089	0.48286	0.45779	0.41613	0.29028	0.30081	0.78038	0.63269	0.58884	0.3631	0.39376
1.845	0.14244	0.14177	0.23353	0.21651	0.26163	0.19805	0.48207	0.45657	0.41474	0.28789	0.29829	0.77984	0.63302	0.5896	0.36246	0.39334
